robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success,humans_contribution,human_success_rate
reactive,1,0,0.0,0.0,79.789337433,79.789337433,79.789337433,-10.462935622351957,-10.462935622351957,-10.462935622351957,40.0,40.0,40.0,100.0,40.0
proactive_average_takeOneReasses_loyal,2,2,2.0,2.0,130.810992367,130.810992367,130.810992367,3.761638967972466,3.761638967972466,3.761638967972466,60.0,60.0,60.0,83.33333333333334,55.55555555555556
proactive_average_takeOneReasses_loyal,3,1,3.0,1.5,105.492439415,236.30343178200002,118.15171589100001,37.0582975535986,40.819936521571066,20.409968260785533,90.0,150.0,75.0,88.88888888888889,88.88888888888889
proactive_average_takeOneReasses_loyal,4,1,4.0,1.3333333333333333,105.492439415,341.795871197,113.93195706566667,20.44066484436842,61.260601365939486,20.42020045531316,70.0,220.0,73.33333333333333,85.71428571428571,66.66666666666666
reactive,6,9,9.0,9.0,155.631807001,155.631807001,155.631807001,-5.249142569691047,-5.249142569691047,-5.249142569691047,70.0,70.0,70.0,85.71428571428571,66.66666666666666
reactive,7,6,15.0,7.5,112.22172584,267.853532841,133.9267664205,13.648944964674307,8.39980239498326,4.19990119749163,80.0,150.0,75.0,75.0,75.0
reactive,8,4,19.0,6.333333333333333,106.0422369,373.895769741,124.63192324699999,19.371991714082,27.77179410906526,9.257264703021754,80.0,230.0,76.66666666666667,75.0,75.0
