,rosbagTimestamp,task_id,subtask_id,step_count,who_reports,taken_action,belief_state,warnings_count_subtask,real_obs_received,real_obs_received_array,human_observables,mapped_observation_pomdp,mapped_observation_raw,robot_model,immediate_reward,total_disc_reward,secs.2,nsecs.2,subtask_status,who_succeeded_subtask,subtask_duration,failed_subtasks,successful_subtasks,percentage_successful_subtasks,task_status,task_duration,warnings_count_task,successful_tasks_cnt,failed_tasks_cnt,percentage_successful_tasks
0,1558620155130465874,1,0,0,"""MANAGER""",'','',0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",'','',0,0,'','',0.0,0,0,0.0,"""START""",0.0,0,0,0,0.0
1,1558620156356954913,1,0,0,"""ROBOT""","""idle""","""TaskHuman""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",'','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
2,1558620157926545065,1,0,1,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 0]","[True, False, True, False, False, False]",4,7,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
3,1558620160303983712,1,0,2,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 3]","[True, False, False, True, False, False]",13,23,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
4,1558620161645204554,1,1,2,"""SENSOR""",'','',0,'',[],[],0,0,'','','',1558620160,270750814,"""fail""","""HUMAN""",5.138790256,1,0,0.0,'',5.138790256,0,0,0,
5,1558620162035287584,1,0,2,"""ROBOT""","""planning for grasping""","""MayNotBeCapable""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""-6.000000""","""-5.423525""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
6,1558620162059446035,1,0,3,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[0, 1, 0, 0, 0, 1, 0, 0]","[True, False, False, False, False, True]",9,35,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
7,1558620165173569747,1,0,3,"""ROBOT""","""planning for grasping""","""MayNotBeCapable""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""0.000000""","""-5.423525""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
8,1558620165196319770,1,0,4,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[0, 1, 0, 0, 0, 1, 0, 0]","[True, False, False, False, False, True]",9,35,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
9,1558620167248263512,1,0,4,"""ROBOT""","""planning for grasping""","""NeedsHelp""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""0.000000""","""-5.423525""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
10,1558620167270700393,1,0,5,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 0]","[True, False, True, False, False, False]",4,7,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
11,1558620168761541647,1,0,6,"""OBSERVATION""",'','',0,"""LA:1 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[1, 1, 0, 0, 0, 1, 0, 0]","[True, True, False, False, False, True]",8,34,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
12,1558620171806117542,1,0,6,"""ROBOT""","""planning for grasping""","""NeedsHelp""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""0.000000""","""-5.423525""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
13,1558620171828760846,1,0,7,"""OBSERVATION""",'','',0,"""LA:1 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[1, 1, 0, 0, 0, 1, 0, 0]","[True, True, False, False, False, True]",8,34,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
14,1558620180527893734,1,2,7,"""SENSOR""",'','',0,'',[],[],0,0,'','',"""-5.423525""",1558620180,526745937,"""ROBOT SUCCEEDED""","""ROBOT""",20.258457844000002,1,1,50.0,'',25.397248100000002,0,0,0,
15,1558620184565524110,1,0,7,"""ROBOT""","""grasp""","""NeedsHelp""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""0.000000""","""-5.423525""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
16,1558620184586422781,1,0,8,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[0, 1, 0, 0, 0, 1, 0, 0]","[True, False, False, False, False, True]",9,35,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
17,1558620196773466002,1,3,8,"""SENSOR""",'','',0,'',[],[],0,0,'','',"""-5.423525""",1558620196,772457583,"""ROBOT SUCCEEDED""","""ROBOT""",16.245709425999998,1,2,66.6666666667,'',41.642957526,0,0,0,
18,1558620205161628888,1,0,8,"""ROBOT""","""grasp""","""NeedsHelp""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""6.000000""","""0.576475""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
19,1558620205187126066,1,0,9,"""OBSERVATION""",'','',0,"""LA:1 || H.DET:0 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[1, 0, 0, 0, 0, 1, 0, 0]","[False, True, False, False, False, True]",7,32,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
20,1558620217450206132,1,4,9,"""SENSOR""",'','',0,'',[],[],0,0,'','',"""0.576475""",1558620217,448692326,"""ROBOT SUCCEEDED""","""ROBOT""",20.676233776,1,3,75.0,'',62.319191302,0,0,0,
21,1558620221490417234,1,0,9,"""ROBOT""","""grasp""","""NeedsHelp""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""6.000000""","""6.576475""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
22,1558620221518031267,1,0,10,"""OBSERVATION""",'','',0,"""LA:1 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[1, 1, 0, 0, 0, 1, 0, 0]","[True, True, False, False, False, True]",8,34,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
23,1558620225521253037,1,0,10,"""ROBOT""","""grasp""","""NeedsHelp""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""6.000000""","""12.576475""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
24,1558620225538577269,1,0,11,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:1 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 0, 0, 1, 0, 0, 0]","[True, False, False, False, True, False]",6,19,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
25,1558620228541169769,1,0,11,"""ROBOT""","""cancel all actions""","""WarningReceived""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""-3.000000""","""9.809370""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
26,1558620228567395812,1,0,12,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:1 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 0, 0, 1, 0, 0, 0]","[True, False, False, False, True, False]",6,19,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
27,1558620231564949571,1,0,13,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:1 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 0, 0, 1, 0, 0, 0]","[True, False, False, False, True, False]",6,19,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
28,1558620233761809315,1,0,14,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[0, 1, 0, 0, 0, 1, 0, 0]","[True, False, False, False, False, True]",9,35,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
29,1558620235168794494,1,0,15,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 0]","[True, False, True, False, False, False]",4,7,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
30,1558620236594069606,1,0,16,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 3]","[True, False, False, True, False, False]",13,23,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
31,1558620237963619889,1,5,16,"""SENSOR""",'','',3,'',[],[],0,0,'','',"""9.809370""",1558620236,570446601,"""fail""","""HUMAN""",19.120549931,2,3,60.0,'',81.439741233,0,0,0,
32,1558620238051969655,1,0,16,"""ROBOT""","""planning for grasping""","""MayNotBeCapable""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""-6.000000""","""0.322358""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
33,1558620238077190399,1,0,17,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[0, 1, 0, 0, 0, 1, 0, 0]","[True, False, False, False, False, True]",9,35,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
34,1558620239604638848,1,0,17,"""ROBOT""","""planning for grasping""","""MayNotBeCapable""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""0.000000""","""0.322358""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
35,1558620239619596948,1,0,18,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 0]","[True, False, True, False, False, False]",4,7,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
36,1558620242592128316,1,0,19,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 0]","[True, False, True, False, False, False]",4,7,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
37,1558620244012171870,1,0,20,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 1]","[True, False, False, True, False, False]",12,39,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
38,1558620245332703616,1,6,20,"""SENSOR""",'','',0,'',[],[],0,0,'','',"""0.322358""",1558620243,989689590,"""success""","""HUMAN""",7.419288572999999,2,4,66.6666666667,'',88.85902980600001,0,0,0,
39,1558620245574545344,1,0,20,"""ROBOT""","""idle""","""HumanDoingOk""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""6.000000""","""5.637413""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
40,1558620245595760826,1,0,21,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 0]","[True, False, True, False, False, False]",4,7,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
41,1558620248630675237,1,0,21,"""ROBOT""","""idle""","""HumanDoingOk""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""0.000000""","""5.637413""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
42,1558620248654899850,1,0,22,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 0]","[True, False, True, False, False, False]",4,7,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
43,1558620256191745631,1,0,23,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 1]","[True, False, False, True, False, False]",12,39,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
44,1558620257588554738,1,7,23,"""SENSOR""",'','',0,'',[],[],0,0,'','',"""5.637413""",1558620250,96946856,"""success""","""HUMAN""",6.105990766000001,2,5,71.4285714286,'',94.96502057200001,0,0,0,
45,1558620257625630578,1,0,24,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 1]","[True, False, False, True, False, False]",12,39,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
46,1558620259033558448,1,8,24,"""SENSOR""",'','',0,'',[],[],0,0,'','',"""5.637413""",1558620257,594588330,"""success""","""HUMAN""",7.498613902000001,2,6,75.0,'',102.463634474,0,0,0,
47,1558620259071762636,1,0,24,"""ROBOT""","""idle""","""HumanDoingOk""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""6.000000""","""16.832468""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
48,1558620259096830346,1,0,25,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:0 || SUCCESS:0 || WARN:0 || IDLE:1 || FAIL:0 || SUBTASKST:\","[0, 1, 0, 0, 0, 1, 0, 0]","[True, False, False, False, False, True]",9,35,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
49,1558620260577353588,1,0,25,"""ROBOT""","""idle""","""HumanDoingOk""",0,'',[],[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""","""0.000000""","""16.832468""",0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
50,1558620260602387305,1,0,26,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 0]","[True, False, True, False, False, False]",4,7,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
51,1558620262805356089,1,0,27,"""OBSERVATION""",'','',0,"""LA:0 || H.DET:1 || GRASP:1 || SUCCESS:0 || WARN:0 || IDLE:0 || FAIL:0 || SUBTASKST:\","[0, 1, 1, 0, 0, 0, 0, 1]","[True, False, False, True, False, False]",12,39,'','','',0,0,'','',0.0,0,0,0.0,'',0.0,0,0,0,0.0
52,1558620264221581321,1,9,27,"""SENSOR""",'','',0,'',[],[],0,0,'','',"""16.832468""",1558620262,776343461,"""success""","""HUMAN""",5.180734891,2,7,77.7777777778,'',107.644369365,0,0,0,
