task_id,init_secs,init_nsecs,fin_secs,fin_nsecs,time_took,moving_avg_time,task_status,moving_avg_status,who_succeeded
1,1565015243,545012322,1565015347,434134437,103.88912224769592,103.88912224769592,0,0.0,''
2,1565017210,129024873,1565017315,49180887,105.362783908844,104.62595307826996,1,0.5,''
3,1565017495,950894373,1565017630,299374410,134.3484799861908,114.5334620475769,1,0.6666666666666666,''
4,1565017905,133592360,1565017991,157202840,86.02361059188843,107.40599918365479,1,0.75,''
5,1565017039,988795785,1565017116,586204561,76.59740877151489,101.2442811012268,1,0.8,''
6,1565015544,732219476,1565015687,962250445,143.23003101348877,108.2419060866038,1,0.8333333333333334,''
7,1565016209,323748342,1565016329,360969192,120.03722095489502,109.92695106778827,1,0.8571428571428571,''
8,1565016532,527139113,1565016668,274736459,135.74759721755981,113.1545318365097,1,0.875,''
