rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564416055302181709,,1564416055,294694313,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416058282432715,,1564416058,277813638,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416061729014178,,1564416061,722275439,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416065002380562,,1564416064,994292640,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416066423818818,,1564416066,416959185,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416068038589850,,1564416068,32131080,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416071428174832,,1564416071,421513223,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416074507762854,,1564416074,500543884,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416075904181957,,1564416075,898938988,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564416077352166076,,1564416077,345924070,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416079589605310,,1564416079,582697946,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416082330314692,,1564416082,323361323,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416083755056099,,1564416083,742311071,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416085319919396,,1564416085,313026321,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416086858869252,,1564416086,852237213,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416088586052745,,1564416088,579077372,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564416090375135730,,1564416090,368671778,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416093419805597,,1564416093,412829223,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416102335658205,,1564416102,328565655,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416103720043169,,1564416103,713963593,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564416105152380287,,1564416105,145736148,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416106654483246,,1564416106,647821679,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416109631007084,,1564416109,624344226,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416111118987218,,1564416111,112226045,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416112536004038,,1564416112,522242592,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564416114210849120,,1564416114,203029942,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416127533368696,,1564416127,526465365,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416129033413154,,1564416129,26778810,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416132047323765,,1564416132,41348793,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416133594269595,,1564416133,587598924,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416135068669547,,1564416135,62149274,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564416137155230210,,1564416137,148705539,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416144560704863,,1564416144,553763090,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416153381500773,,1564416153,374624587,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416154784349682,,1564416154,778009728,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564416170293176072,,1564416170,286666358,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416171745870227,,1564416171,741058464,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416173251157440,,1564416173,244854715,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416174828227895,,1564416174,819279597,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416176896649853,,1564416176,890221565,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416179573615575,,1564416179,568138211,"[0, 1, 1, 0, 0, 0, 1, 3]",11,71
