rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1565187466346362432,,1565187466,340270085,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565187469861917655,,1565187469,835393718,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565187471245581959,,1565187471,239636864,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1565187474692639824,,1565187474,685348779,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187476472633050,,1565187476,465650493,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187477851523436,,1565187477,845354809,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565187479574015068,,1565187479,566723277,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187481061387255,,1565187481,53421220,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565187483885873542,,1565187483,878533459,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187485293568368,,1565187485,286045824,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565187486967337901,,1565187486,960365398,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187490397954855,,1565187490,392001289,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565187491839675637,,1565187491,833851000,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187493851425681,,1565187493,844672372,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187496875664195,,1565187496,868867854,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187500079603522,,1565187500,72908560,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187503181245323,,1565187503,174181724,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187505652659771,,1565187505,645317809,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565187514347418902,,1565187514,341099019,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187515735425160,,1565187515,729625328,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565187517160774420,,1565187517,153740582,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187520010514145,,1565187518,988363809,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187521989737426,,1565187521,982873761,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565187523392551176,,1565187523,383200029,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1565187524827289197,,1565187524,821677623,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187527522629761,,1565187527,516120527,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187529999120846,,1565187529,993094652,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565187531383493902,,1565187531,377466937,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1565187533833201149,,1565187533,825011894,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187535311793216,,1565187535,304887846,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187538719098565,,1565187538,711091857,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565187541227194127,,1565187541,220017261,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187542640805202,,1565187542,634496685,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1565187544130264106,,1565187544,121496383,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187546056662811,,1565187546,49517349,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565187548478020546,,1565187548,471766421,"[0, 1, 1, 0, 0, 0, 0, 3]",13,23
1565187550005390785,,1565187549,997018282,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187552869874699,,1565187552,862975067,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565187554300370979,,1565187554,294369065,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565187555676476356,,1565187555,670258576,"[0, 1, 0, 1, 0, 1, 0, 3]",10,43
