robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success,humans_contribution,human_success_rate
slow_takeOneReasses_reckless,9,0,0.0,0.0,237.74960425,237.74960425,237.74960425,28.34444241517921,28.34444241517921,28.34444241517921,90.0,90.0,90.0,0.0,0.0
