task_id,task_init_secs,task_init_nsecs,acted_secs,acted_nsecs,taken_action,belief_state,real_state,human_state,human_model,isEstimationCorrect,robot_model,immediate_reward,total_disc_reward,warning_received
1,1538076691,883208960,1538076698,196417638,"""planning for grasping""","""NoFocus""","""NoFocus""","""NoAttention""","""distracted_collaborative.POMDPx""",True,"""policy6.pomdpx""","""0""","""0""",0
1,1538076691,883208960,1538076702,84716525,"""point to remind""","""NeedsToBeReminded""","""TaskHuman""","""Evaluating""","""distracted_collaborative.POMDPx""",False,"""policy6.pomdpx""","""-1""","""-0.9604""",0
1,1538076691,883208960,1538076711,94921889,"""planning for grasping""","""NoFocus""","""NeedsToBeReminded""","""NoAttention""","""distracted_collaborative.POMDPx""",False,"""policy6.pomdpx""","""0""","""-0.9604""",0
1,1538076691,883208960,1538076716,499229524,"""grasp""","""NeedsHelp""","""WarningReceived""","""WarningTheRobot""","""distracted_collaborative.POMDPx""",False,"""policy6.pomdpx""","""-3""","""-3.7275""",1
1,1538076691,883208960,1538076721,238234417,"""planning for grasping""","""MayBeTired""","""WarningReceived""","""WarningTheRobot""","""distracted_collaborative.POMDPx""",False,"""policy6.pomdpx""","""0""","""-3.7275""",0
1,1538076691,883208960,1538076725,219597520,"""grasp""","""NeedsHelp""","""WarningReceived""","""RobotInterfered""","""distracted_collaborative.POMDPx""",False,"""policy6.pomdpx""","""-3""","""-6.38503""",1
1,1538076691,883208960,1538076729,676540044,"""idle""","""TaskHuman""","""GlobalSuccess""","""RobotInterfered""","""distracted_collaborative.POMDPx""",False,"""policy6.pomdpx""","""6""","""-1.17628""",0
2,1538076740,320511629,1538076741,502203084,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""6""","""-1.17628""",0
2,1538076740,320511629,1538076741,502203084,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""0""","""0""",0
2,1538076740,320511629,1538076748,593155495,"""planning for grasping""","""NoFocus""","""NoFocus""","""NoAttention""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""0""","""0""",0
2,1538076740,320511629,1538076753,342613236,"""point to remind""","""NoFocus""","""TaskHuman""","""Evaluating""","""distracted_collaborative.POMDPx""",False,"""base.pomdpx""","""-1""","""-0.9604""",0
2,1538076740,320511629,1538076760,553160113,"""planning for grasping""","""NoFocus""","""NeedsToBeReminded""","""NoAttention""","""distracted_collaborative.POMDPx""",False,"""base.pomdpx""","""0""","""-0.9604""",0
2,1538076740,320511629,1538076765,345968887,"""planning for grasping""","""NeedsToBeReminded""","""NeedsToBeReminded""","""NoAttention""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""0""","""-0.9604""",0
2,1538076740,320511629,1538076769,786388140,"""point to remind""","""NeedsToBeReminded""","""NoFocus""","""Evaluating""","""distracted_collaborative.POMDPx""",False,"""base.pomdpx""","""0""","""-0.9604""",0
2,1538076740,320511629,1538076780,253329329,"""idle""","""GlobalSuccess""","""GlobalSuccess""","""Evaluating""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""6""","""4.35465""",0
3,1538076791,295147934,1538076792,477617352,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""6""","""4.35465""",0
3,1538076791,295147934,1538076792,477617352,"""idle""","""TaskHuman""","""TaskHuman""","""Evaluating""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""0""","""0""",0
3,1538076791,295147934,1538076806,326885794,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""FailedToGrasp""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""0""","""0""",0
3,1538076791,295147934,1538076817,666268499,"""idle""","""GlobalSuccess""","""GlobalSuccess""","""FailedToGrasp""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""6""","""5.7624""",0
4,1538076829,891374060,1538076831,63514391,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""6""","""5.7624""",0
4,1538076829,891374060,1538076831,63514391,"""idle""","""TaskHuman""","""TaskHuman""","""Evaluating""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""0""","""0""",0
4,1538076829,891374060,1538076838,220763316,"""idle""","""NoFocus""","""NoFocus""","""NoAttention""","""distracted_collaborative.POMDPx""",True,"""base.pomdpx""","""0""","""0""",0
4,1538076829,891374060,1538076843,158622235,"""planning for grasping""","""MayBeTired""","""NeedsToBeReminded""","""NoAttention""","""distracted_collaborative.POMDPx""",False,"""base.pomdpx""","""0""","""0""",0
4,1538076829,891374060,1538076851,7059957,"""grasp""","""NeedsHelp""","""NeedsToBeReminded""","""RobotInterfered""","""distracted_collaborative.POMDPx""",False,"""base.pomdpx""","""0""","""0""",0
4,1538076829,891374060,1538076855,644653755,"""planning for grasping""","""MayBeTired""","""NeedsToBeReminded""","""RobotInterfered""","""distracted_collaborative.POMDPx""",False,"""base.pomdpx""","""0""","""0""",0
4,1538076829,891374060,1538076859,983846017,"""grasp""","""NeedsHelp""","""NeedsToBeReminded""","""RobotInterfered""","""distracted_collaborative.POMDPx""",False,"""base.pomdpx""","""0""","""0""",0
4,1538076829,891374060,1538076864,212618819,"""planning for grasping""","""MayBeTired""","""GlobalSuccess""","""RobotInterfered""","""distracted_collaborative.POMDPx""",False,"""base.pomdpx""","""6""","""5.31505""",0
5,1538076874,665995040,1538076875,858985819,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""distracted_collaborative.POMDPx""",True,"""policy12.pomdpx""","""6""","""5.31505""",0
5,1538076874,665995040,1538076875,858985819,"""idle""","""TaskHuman""","""TaskHuman""","""Evaluating""","""distracted_collaborative.POMDPx""",True,"""policy12.pomdpx""","""0""","""0""",0
5,1538076874,665995040,1538076882,815390787,"""planning for grasping""","""NoFocus""","""NoFocus""","""NoAttention""","""distracted_collaborative.POMDPx""",True,"""policy12.pomdpx""","""0""","""0""",0
5,1538076874,665995040,1538076888,231833234,"""planning for grasping""","""TaskHuman""","""NeedsToBeReminded""","""NoAttention""","""distracted_collaborative.POMDPx""",False,"""policy12.pomdpx""","""0""","""0""",0
5,1538076874,665995040,1538076892,566707341,"""grasp""","""NeedsHelp""","""WarningReceived""","""WarningTheRobot""","""distracted_collaborative.POMDPx""",False,"""policy12.pomdpx""","""-3""","""-2.82358""",1
5,1538076874,665995040,1538076900,428319405,"""planning for grasping""","""TaskHuman""","""WarningReceived""","""WarningTheRobot""","""distracted_collaborative.POMDPx""",False,"""policy12.pomdpx""","""0""","""-2.82358""",0
5,1538076874,665995040,1538076905,211658693,"""planning for grasping""","""NeedsToBeReminded""","""GlobalSuccess""","""WarningTheRobot""","""distracted_collaborative.POMDPx""",False,"""policy12.pomdpx""","""6""","""2.59995""",0
6,1538076915,982063920,1538076917,186907280,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""distracted_collaborative.POMDPx""",True,"""policy2.pomdpx""","""6""","""2.59995""",0
6,1538076915,982063920,1538076917,186907280,"""idle""","""TaskHuman""","""TaskHuman""","""Evaluating""","""distracted_collaborative.POMDPx""",True,"""policy2.pomdpx""","""0""","""0""",0
6,1538076915,982063920,1538076924,319366994,"""planning for grasping""","""NoFocus""","""NoFocus""","""NoAttention""","""distracted_collaborative.POMDPx""",True,"""policy2.pomdpx""","""0""","""0""",0
6,1538076915,982063920,1538076929,19542476,"""point to remind""","""NoFocus""","""TaskHuman""","""Evaluating""","""distracted_collaborative.POMDPx""",False,"""policy2.pomdpx""","""0""","""0""",0
6,1538076915,982063920,1538076943,303375900,"""grasp""","""TaskHuman""","""TaskHuman""","""RobotInterfered""","""distracted_collaborative.POMDPx""",True,"""policy2.pomdpx""","""-1""","""-0.941192""",0
6,1538076915,982063920,1538076952,663761715,"""idle""","""TaskHuman""","""TaskHuman""","""RobotInterfered""","""distracted_collaborative.POMDPx""",True,"""policy2.pomdpx""","""0""","""-0.941192""",0
6,1538076915,982063920,1538076957,117958025,"""planning for grasping""","""MayBeTired""","""WarningReceived""","""WarningTheRobot""","""distracted_collaborative.POMDPx""",False,"""policy2.pomdpx""","""0""","""-0.941192""",0
6,1538076915,982063920,1538076969,887170014,"""grasp""","""NeedsHelp""","""GlobalSuccess""","""WarningTheRobot""","""distracted_collaborative.POMDPx""",False,"""policy2.pomdpx""","""6""","""4.37386""",0
7,1538076985,207449577,1538076986,401360584,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""distracted_collaborative.POMDPx""",True,"""policy2.pomdpx""","""6""","""4.37386""",0
7,1538076985,207449577,1538076992,128319610,"""planning for grasping""","""NoFocus""","""NoFocus""","""NoAttention""","""distracted_collaborative.POMDPx""",True,"""policy2.pomdpx""","""0""","""0""",0
7,1538076985,207449577,1538076996,844509540,"""point to remind""","""NoFocus""","""TaskHuman""","""Evaluating""","""distracted_collaborative.POMDPx""",False,"""policy2.pomdpx""","""0""","""0""",0
7,1538076985,207449577,1538077001,17096686,"""point to remind""","""NoFocus""","""TaskHuman""","""Evaluating""","""distracted_collaborative.POMDPx""",False,"""policy2.pomdpx""","""0""","""0""",0
7,1538076985,207449577,1538077019,740892565,"""idle""","""TaskHuman""","""MayNotBeCapable""","""FailedToGrasp""","""distracted_collaborative.POMDPx""",False,"""policy2.pomdpx""","""0""","""0""",0
7,1538076985,207449577,1538077028,39187144,"""point to remind""","""NoFocus""","""NoFocus""","""Evaluating""","""distracted_collaborative.POMDPx""",True,"""policy2.pomdpx""","""0""","""0""",0
