rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564422088513458142,,1564422088,506845612,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422091644619442,,1564422091,637652728,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422093248030210,,1564422093,240126847,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422094652336421,,1564422094,645648964,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564422096329672258,,1564422096,323042325,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422097842767201,,1564422097,835002965,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422099475545981,,1564422099,469139421,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564422101023335548,,1564422101,16536946,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422103964483547,,1564422103,957568882,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422106523989134,,1564422106,520181847,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422107906578103,,1564422107,901212503,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564422109587248369,,1564422109,582588770,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422111096056401,,1564422111,88136709,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422113221621088,,1564422113,214193804,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422114622217883,,1564422114,616427859,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564422116275877652,,1564422116,268507055,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422118781721907,,1564422118,774835947,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422120804383925,,1564422120,797858733,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422122201337622,,1564422122,195686591,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564422123811591660,,1564422123,804550893,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422126844613747,,1564422126,838003765,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422136662238829,,1564422136,657039920,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422138143366733,,1564422138,136939802,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422141195791468,,1564422141,189164432,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422144160858016,,1564422144,153836872,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422147237518750,,1564422147,231960991,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422150258972512,,1564422150,252042935,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422163724151977,,1564422163,717619324,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422165259934618,,1564422165,252503219,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422168243588631,,1564422168,237256191,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422171290842855,,1564422171,284469494,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422174349993411,,1564422174,342043870,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422177357767236,,1564422177,351244437,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422187701889406,,1564422187,696581857,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422189163668253,,1564422189,157328739,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422192197962140,,1564422192,191139900,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422195212621246,,1564422195,205928655,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422197961774439,,1564422197,951811632,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564422200914064900,,1564422200,908637383,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564422202384576840,,1564422202,378174822,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422205432993838,,1564422205,424509136,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422209876412946,,1564422209,866046065,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564422212769675751,,1564422212,763293471,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422215982303292,,1564422215,975784968,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422219055189150,,1564422219,48639605,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422221386826063,,1564422221,380480956,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422222795755420,,1564422222,789774937,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564422224396587827,,1564422224,389544184,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422227409756584,,1564422227,402902737,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422229269922756,,1564422229,263592042,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422238745166111,,1564422238,739891683,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422240144891310,,1564422240,139054357,"[0, 1, 0, 1, 0, 1, 0, 1]",10,43
