robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success
reactive,1,0,0.0,0.0,106.152951961,106.152951961,106.152951961,26.995303486261076,26.995303486261076,26.995303486261076,80.0,80.0,80.0
proactive_average_takeOneReasses_loyal,2,3,3.0,3.0,113.643378069,113.643378069,113.643378069,-6.7049697008371485,-6.7049697008371485,-6.7049697008371485,50.0,50.0,50.0
proactive_average_takeOneReasses_loyal,3,4,7.0,3.5,153.491949509,267.135327578,133.567663789,24.205330750795376,17.50036104995823,8.750180524979115,90.0,140.0,70.0
proactive_average_takeOneReasses_loyal,4,2,9.0,3.0,125.435330928,392.570658506,130.85688616866665,41.55848794431868,59.05884899427691,19.686282998092302,100.0,240.0,80.0
reactive,6,11,11.0,11.0,126.715837013,126.715837013,126.715837013,-26.900541768689934,-26.900541768689934,-26.900541768689934,50.0,50.0,50.0
reactive,7,9,20.0,10.0,162.786080617,289.50191763,144.750958815,-35.15317864842257,-62.0537204171125,-31.02686020855625,40.0,90.0,45.0
reactive,8,13,33.0,11.0,155.32231443,444.82423206,148.27474401999999,-20.290917956102064,-82.34463837321456,-27.448212791071523,60.0,150.0,50.0
