rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1565016209418304057,,1565016209,411250515,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016212383448619,,1565016212,376064207,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016229313192442,,1565016229,306706671,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016229422195626,,1565016229,418049569,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1565016232054842438,,1565016232,48821666,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1565016232582416607,,1565016232,576010310,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016234979797239,,1565016234,972758287,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1565016240745859949,,1565016240,738515302,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1565016240827572720,,1565016240,820143917,"[0, 1, 0, 0, 1, 0, 0, 1]",0,39
1565016243577285972,,1565016243,570007372,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1565016247922375749,,1565016247,915099045,"[0, 1, 0, 0, 1, 0, 0, 0]",2,19
1565016259358738187,,1565016252,887715152,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1565016259465663208,,1565016259,458716409,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1565016259637585629,,1565016259,630310478,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016262764660890,,1565016262,757232781,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1565016270176461747,,1565016270,162852412,"[0, 1, 0, 0, 0, 1, 0, 3]",0,23
1565016278903798570,,1565016278,896748509,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016279441232584,,1565016279,433926302,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016282476930058,,1565016282,454833699,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016285577952224,,1565016285,571186635,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016310412457167,,1565016310,406379191,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016310458424147,,1565016310,451798673,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1565016310544248912,,1565016310,538106543,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016312487752619,,1565016312,481603585,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1565016316135100816,,1565016316,129217078,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016318691333777,,1565016318,685315666,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1565016321408893336,,1565016321,401734018,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016322726200111,,1565016322,719749201,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1565016325729913956,,1565016325,723586159,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016329204126876,,1565016329,198321808,"[0, 1, 0, 1, 0, 1, 0, 1]",1,43
