rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564416888641297839,,1564416888,635474847,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416890082357866,,1564416890,75257222,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416892047509556,,1564416892,41439602,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416893437447976,,1564416893,431779409,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416895104411449,,1564416895,97003094,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416896574857476,,1564416896,568462904,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416899279129598,,1564416899,272049940,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564416901305679186,,1564416901,298987438,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416902769355126,,1564416902,762812657,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416905151234803,,1564416905,143922328,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416906560736583,,1564416906,554784530,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416908175848642,,1564416908,169279614,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416909711489577,,1564416909,704620372,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416912419844191,,1564416912,413107593,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416913831902528,,1564416913,818959953,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416915481350329,,1564416915,474608334,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416918475504709,,1564416918,468767863,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416921552319472,,1564416921,545645247,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416923760726394,,1564416923,753841976,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564416926355583464,,1564416926,349666466,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416935612292437,,1564416929,650372015,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416937060747867,,1564416937,54565862,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416938681662139,,1564416938,675055600,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416941534401291,,1564416941,529608205,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416942943043382,,1564416942,937182982,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416944542372473,,1564416944,535765422,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416946079806712,,1564416946,73423207,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416948412524181,,1564416948,406386777,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416949811154035,,1564416949,804398653,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416951466063709,,1564416951,460310314,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416953067402650,,1564416953,60505944,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416955475874457,,1564416955,471470865,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416956864226196,,1564416956,857895133,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416958558447890,,1564416958,551698270,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416962072071558,,1564416962,65139345,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416964118404562,,1564416964,112211030,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416965509010241,,1564416965,502654345,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416967121153200,,1564416967,113915629,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416968673036559,,1564416968,666641695,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416970184690893,,1564416970,178167378,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416971583457889,,1564416971,577997361,"[0, 1, 0, 1, 0, 1, 0, 1]",10,43
