robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success
proactive_average_takeOneReasses_loyal,1,0,0.0,0.0,89.863402492,89.863402492,89.863402492,21.698526490368003,21.698526490368003,21.698526490368003,70.0,70.0,70.0
proactive_average_takeOneReasses_loyal,2,2,2.0,2.0,116.293525657,116.293525657,116.293525657,36.38140198902414,36.38140198902414,36.38140198902414,90.0,90.0,90.0
proactive_average_takeOneReasses_loyal,3,5,7.0,3.5,116.331349215,232.62487487200002,116.31243743600001,13.018113437568141,49.39951542659228,24.69975771329614,80.0,170.0,85.0
proactive_average_takeOneReasses_loyal,4,1,8.0,2.6666666666666665,104.815205148,337.44008002000004,112.48002667333334,46.917175263586785,96.31669069017906,32.10556356339302,100.0,270.0,90.0
proactive_average_takeOneReasses_loyal,5,0,8.0,2.0,102.475472972,439.915552992,109.978888248,19.938086999399403,116.25477768957846,29.063694422394615,70.0,340.0,85.0
reactive,6,7,7.0,7.0,153.687399224,153.687399224,153.687399224,-6.615644597550009,-6.615644597550009,-6.615644597550009,70.0,70.0,70.0
reactive,7,5,12.0,6.0,166.450194099,320.137593323,160.0687966615,30.45427934659481,23.8386347490448,11.9193173745224,100.0,170.0,85.0
reactive,8,9,21.0,7.0,132.784176594,452.921769917,150.97392330566666,24.226430189504686,48.06506493854948,16.02168831284983,100.0,270.0,90.0
