task_id,step_count,who_reports,update_received_time,update_secs,update_nsecs,human_model,human_observables,Human Detected,Looked Around,Succesfull Grasp,Failed Grasp,Warned Robot,Stood Idle
16,1,"""OBSERVATION""",,1599819050,13416891,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,2,"""OBSERVATION""",,1599819051,480888875,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,3,"""OBSERVATION""",,1599819053,175012325,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
16,4,"""OBSERVATION""",,1599819055,52310925,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,5,"""OBSERVATION""",,1599819057,980284847,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,6,"""OBSERVATION""",,1599819059,378087369,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
16,7,"""OBSERVATION""",,1599819060,821712536,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,8,"""OBSERVATION""",,1599819062,341356106,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,9,"""OBSERVATION""",,1599819063,851790835,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,10,"""OBSERVATION""",,1599819065,253565149,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
16,11,"""OBSERVATION""",,1599819066,858470646,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,12,"""OBSERVATION""",,1599819069,493378355,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,13,"""OBSERVATION""",,1599819071,527290266,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,14,"""OBSERVATION""",,1599819072,937736269,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
16,15,"""OBSERVATION""",,1599819074,520120908,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,16,"""OBSERVATION""",,1599819076,63223903,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,17,"""OBSERVATION""",,1599819077,552740219,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,18,"""OBSERVATION""",,1599819078,966191141,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
16,19,"""OBSERVATION""",,1599819080,641936852,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,20,"""OBSERVATION""",,1599819082,191501531,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,21,"""OBSERVATION""",,1599819083,829062754,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,22,"""OBSERVATION""",,1599819085,231695830,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
16,23,"""OBSERVATION""",,1599819086,870318493,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,24,"""OBSERVATION""",,1599819088,660008843,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,25,"""OBSERVATION""",,1599819090,444739822,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,26,"""OBSERVATION""",,1599819091,866997363,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
16,27,"""OBSERVATION""",,1599819099,314890259,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,28,"""OBSERVATION""",,1599819100,785114917,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,29,"""OBSERVATION""",,1599819102,271300734,'',"[True, False, False, False, True, False]",1,0,0,0,1,0
16,30,"""OBSERVATION""",,1599819105,995742968,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
16,31,"""OBSERVATION""",,1599819112,453166288,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,32,"""OBSERVATION""",,1599819114,281161911,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,33,"""OBSERVATION""",,1599819115,736923594,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,34,"""OBSERVATION""",,1599819117,201693380,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
16,35,"""OBSERVATION""",,1599819118,584292798,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
16,36,"""OBSERVATION""",,1599819120,14499787,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,37,"""OBSERVATION""",,1599819121,726569080,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,38,"""OBSERVATION""",,1599819124,770431043,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,39,"""OBSERVATION""",,1599819127,715110854,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,40,"""OBSERVATION""",,1599819130,754917234,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,41,"""OBSERVATION""",,1599819133,778484625,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
16,42,"""OBSERVATION""",,1599819148,927472166,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
