task_id,init_secs,init_nsecs,fin_secs,fin_nsecs,time_took,task_status,who_succeeded
1,1506884050,266919563,1506884061,407011322,11.1400916576,SUCCESS,human
2,1506884087,370707020,1506884099,407084656,12.0363776684,SUCCESS,human
3,1506884112,797005320,1506884123,907211682,11.1102063656,SUCCESS,human
4,1506884155,415986915,1506884167,407020060,11.9910330772,SUCCESS,human
5,1506884193,170951991,1506884204,407027535,11.2360754013,SUCCESS,human
6,1506884218,558960561,1506884234,907044572,16.3480839729,SUCCESS,human
7,1506884247,354662182,1506884274,407058540,27.0523962975,SUCCESS,human
8,1506884357,81704139,1506884379,907142252,22.0901007652,SUCCESS,human
9,1506884397,920845852,1506884407,907021207,9.9861755371,SUCCESS,human
10,1506884421,294780785,1506884446,407011699,25.1122310162,SUCCESS,human
11,1506884562,888880509,1506884579,907109929,17.0182294846,SUCCESS,human
12,1506884600,199632288,1506884634,406623293,34.2069909573,SUCCESS,robot
13,1506884650,15373140,1506884667,907147666,17.7534162998,SUCCESS,human
14,1506884703,473300546,1506884769,906292423,66.4329919815,FAIL,''
15,1506884835,269626473,1506884873,406712091,38.1370856762,SUCCESS,robot
16,1506885060,260186897,1506885094,627213663,34.3670268059,SUCCESS,robot
17,1506885112,125057550,1506885148,127333552,36.0022761822,SUCCESS,robot
18,1506885172,837581920,1506885191,627739464,18.7901575565,SUCCESS,human
19,1506885205,410980546,1506885220,627627439,15.2166469097,SUCCESS,human
20,1506885279,963073388,1506885312,355760500,32.3926870823,FAIL,''
21,1506885372,179242806,1506885407,127414207,34.9481713772,SUCCESS,robot
22,1506885424,207614685,1506885459,127313660,34.9196989536,SUCCESS,robot
23,1506885613,919556361,1506885646,167798179,32.2482419014,FAIL,''
24,1506885812,295909387,1506885844,923622584,32.6277132034,FAIL,''
25,1506885870,726749912,1506885904,991399239,34.2646493912,SUCCESS,robot
26,1506885936,744681615,1506885969,57051596,32.8258342743,FAIL,''
27,1506885996,320799634,1506886016,491757379,20.1709578037,SUCCESS,human
28,1506886149,833590893,1506886183,95251481,34.1189239025,SUCCESS,robot
29,1506886227,439962882,1506886259,894573112,32.4546103477,FAIL,''
30,1506886277,565455306,1506886298,95611088,21.390655756,SUCCESS,human
31,1506886392,386170048,1506886425,237258497,32.8510882854,SUCCESS,robot
32,1506886439,71178112,1506886471,786405030,32.0746240616,FAIL,''
33,1506886490,817132397,1506886523,553127689,32.7359952927,FAIL,''
34,1506886540,377951919,1506886572,753032539,32.3750805855,SUCCESS,robot
35,1506886589,777088188,1506886601,237689909,11.4606018066,SUCCESS,human
36,1506886617,355944755,1506886649,803043797,32.4470989704,FAIL,''
37,1506886688,714443285,1506886727,887281637,39.1728384495,FAIL,''
38,1506886815,339562978,1506886847,736671372,32.3971085548,FAIL,''
39,1506886863,187650919,1506886896,237689909,33.050039053,SUCCESS,robot
40,1506886939,768113985,1506886972,186851618,32.4187374115,FAIL,''
