task_id,init_secs,init_nsecs,fin_secs,fin_nsecs,time_took,task_status,who_succeeded
1,1507226359,548627813,1507226367,633874973,8.0852470398,SUCCESS,human
2,1507226380,417699002,1507226388,632226253,8.2145271301,SUCCESS,human
3,1507226401,974394564,1507226422,631529083,20.6571345329,SUCCESS,human
4,1507226439,90372413,1507226450,632232786,10.7285087109,SUCCESS,human
5,1507226467,889471585,1507226486,632766981,18.7432954311,SUCCESS,human
6,1507226504,874280964,1507226513,632658757,8.7583777905,SUCCESS,human
7,1507226526,514989655,1507226542,632463839,16.1174743176,SUCCESS,human
8,1507226554,920798347,1507226563,632837197,8.7120389938,SUCCESS,human
9,1507226585,829640191,1507226613,632429703,27.8027894497,SUCCESS,robot
10,1507226625,901618096,1507226633,633160128,7.7315421104,SUCCESS,human
11,1507226646,710029734,1507226654,634023488,7.9239935875,SUCCESS,human
12,1507226667,157983581,1507226675,632856602,8.4748730659,SUCCESS,human
13,1507226688,325448926,1507226720,547697335,32.2222483158,SUCCESS,robot
14,1507226730,925629761,1507226738,633020069,7.7073903084,SUCCESS,human
15,1507226751,465194185,1507226783,864969449,32.3997752666,FAIL,''
16,1507226801,152777058,1507226806,634498845,5.4817218781,SUCCESS,human
17,1507226838,763482643,1507226854,637067859,15.8735852242,SUCCESS,human
18,1507226869,659186951,1507226895,633896319,25.9747095108,SUCCESS,human
19,1507226934,737925422,1507226943,633970181,8.8960447311,SUCCESS,human
20,1507226986,8744349,1507226994,633237221,7.7588021755,SUCCESS,human
21,1507227068,453948846,1507227090,633483372,22.1795346737,SUCCESS,human
22,1507227105,781541901,1507227141,633524866,35.8519830704,SUCCESS,robot
23,1507227180,653486196,1507227200,633565863,19.9800796509,SUCCESS,human
24,1507227219,607644234,1507227236,634094116,17.0264496803,SUCCESS,human
25,1507227390,97731071,1507227422,419402204,31.442091465,SUCCESS,human
26,1507227460,692192489,1507227468,635605093,7.9434125423,SUCCESS,human
27,1507227480,512320582,1507227488,635570081,8.1232495308,SUCCESS,human
28,1507227501,948270659,1507227534,367254552,32.4189839363,SUCCESS,robot
29,1507227580,297863295,1507227596,635933534,16.3380703926,SUCCESS,human
30,1507227611,546617165,1507227623,635750839,12.0891335011,SUCCESS,human
31,1507227638,858175050,1507227671,167443549,32.3092684746,FAIL,''
32,1507227689,413827215,1507227721,888996406,32.4751691818,FAIL,''
33,1507227784,543602261,1507227809,637737549,25.0941352844,SUCCESS,human
34,1507227830,195621340,1507227838,637063224,8.4414420128,SUCCESS,human
35,1507227852,884095697,1507227885,285303996,32.4012084007,SUCCESS,robot
36,1507227896,17154823,1507227921,639308735,25.4677605629,SUCCESS,human
37,1507227938,447042195,1507227970,853112819,32.4060707092,FAIL,''
38,1507227985,751748203,1507228017,952107891,32.2003598213,SUCCESS,robot
39,1507228113,989064477,1507228146,536376890,32.5473124981,FAIL,''
40,1507228160,233537762,1507228186,631442427,26.3979046345,SUCCESS,human
