task_id,init_secs,init_nsecs,fin_secs,fin_nsecs,time_took,task_status,who_succeeded
1,1507032095,455963582,1507032104,622721678,9.1667580605,SUCCESS,human
2,1507032123,875870227,1507032150,621845730,26.7459754944,SUCCESS,robot
3,1507032168,249383772,1507032176,622238127,8.3728544712,SUCCESS,human
4,1507032191,868320640,1507032200,622325776,8.7540049553,SUCCESS,human
5,1507032216,183273584,1507032224,622287849,8.4390141964,SUCCESS,human
6,1507032266,377907528,1507032274,622243153,8.2443356514,SUCCESS,human
7,1507032290,283394446,1507032302,622189160,12.3387947083,SUCCESS,human
8,1507032320,313431129,1507032328,622218012,8.308786869,SUCCESS,human
9,1507032344,704684981,1507032354,622298931,9.9176139832,SUCCESS,human
10,1507032370,173691656,1507032382,622310120,12.448618412,SUCCESS,human
11,1507032396,995991386,1507032413,622301039,16.6263096333,SUCCESS,human
12,1507032429,348837230,1507032451,622513984,22.2736768723,SUCCESS,human
13,1507032471,211882035,1507032480,622591952,9.4107098579,SUCCESS,human
14,1507032495,305432702,1507032504,622316744,9.3168840408,SUCCESS,human
15,1507032519,253251287,1507032552,621809153,33.36855793,SUCCESS,robot
16,1507032568,807120032,1507032577,622207773,8.8150877953,SUCCESS,human
17,1507032591,203424547,1507032607,622276322,16.4188518524,SUCCESS,human
18,1507032623,402287405,1507032636,622443248,13.2201557159,SUCCESS,human
19,1507032651,15350808,1507032690,622302534,39.4687943459,SUCCESS,human
20,1507032737,182487683,1507032747,622307366,10.4398195744,SUCCESS,human
21,1507032760,777293975,1507032797,622136824,36.8448429108,SUCCESS,robot
22,1507033145,843802761,1507033178,223583035,32.3797802925,FAIL,''
23,1507033226,842402689,1507033253,622136824,26.7797341347,SUCCESS,human
24,1507033320,111213984,1507033352,820973487,32.7097594738,FAIL,''
25,1507033405,850740715,1507033438,217163328,32.3664226532,FAIL,''
26,1507033493,812671142,1507033516,622326579,22.8096554279,SUCCESS,human
27,1507033536,482208054,1507033569,137644255,32.6554362774,FAIL,''
28,1507033608,678757660,1507033617,622579732,8.9438221455,SUCCESS,human
29,1507033632,537305667,1507033640,622359471,8.0850539207,SUCCESS,human
30,1507033656,166715595,1507033691,622036490,35.4553208351,SUCCESS,robot
31,1507033804,557682878,1507033836,821823152,32.2641401291,SUCCESS,robot
32,1507033858,980398253,1507033874,622283827,15.6418857574,SUCCESS,human
33,1507033890,417745206,1507033899,622353598,9.2046084404,SUCCESS,human
34,1507033915,518967719,1507033947,971100903,32.4521331787,SUCCESS,human
35,1507033964,77099461,1507033991,622292836,26.8512980938,SUCCESS,human
36,1507034011,934930816,1507034044,604265069,32.6693341732,SUCCESS,robot
37,1507034056,290238518,1507034064,622380406,8.3321418762,SUCCESS,human
38,1507034102,853655509,1507034139,621917275,36.7682616711,SUCCESS,robot
39,1507034153,917560588,1507034171,622257510,17.7046968937,SUCCESS,human
40,1507034191,30725441,1507034223,404740528,32.0974862576,SUCCESS,robot
