task_id,init_secs,init_nsecs,fin_secs,fin_nsecs,time_took,task_status,who_succeeded
1,1506982505,832483870,1506982517,305613230,11.4731295109,SUCCESS,human
2,1506982555,297603776,1506982572,305616091,17.0080122948,SUCCESS,human
3,1506982593,418094078,1506982611,305866804,17.8877725601,SUCCESS,human
4,1506982630,591275579,1506982639,305727111,8.714451313,SUCCESS,human
5,1506982654,557154512,1506982673,305546903,18.7483925819,SUCCESS,human
6,1506982691,487064155,1506982700,305647872,8.8185837269,SUCCESS,human
7,1506982716,811507872,1506982727,305502461,10.4939944744,SUCCESS,human
8,1506982743,303920145,1506982757,305553298,14.0016331673,SUCCESS,human
9,1506982773,166041075,1506982785,305577476,12.1395363808,SUCCESS,human
10,1506982799,686225714,1506982816,305589392,16.6193637848,SUCCESS,human
11,1506982836,557068395,1506982855,305521416,18.7484531403,SUCCESS,human
12,1506982873,390255193,1506982905,804607296,32.4143521786,FAIL,''
13,1506983113,961352628,1506983123,305710335,9.344357729,SUCCESS,human
14,1506983138,687349356,1506983171,305203358,32.6178541183,SUCCESS,robot
15,1506983205,366170608,1506983219,305617148,13.9394464493,SUCCESS,human
16,1506983236,394808382,1506983268,837941420,32.4431331158,FAIL,''
17,1506983307,183943309,1506983316,305719306,9.121776104,SUCCESS,human
18,1506983332,703660811,1506983346,305487083,13.6018264294,SUCCESS,human
19,1506983361,863000757,1506983385,305149725,23.4421489239,SUCCESS,robot
20,1506983604,72958554,1506983614,305603255,9.5760176182,SUCCESS,human
21,1506983630,416785744,1506983636,305722224,5.8889365196,SUCCESS,human
22,1506983651,173290476,1506983666,305681798,15.1323912144,SUCCESS,human
23,1506983682,420118518,1506983709,305169622,26.885051012,SUCCESS,robot
24,1506983747,672202086,1506983782,305114518,34.6329123974,SUCCESS,robot
25,1506983798,497341766,1506983831,187654431,32.690312624,FAIL,''
26,1506983859,663613636,1506983892,254211968,32.5905983448,SUCCESS,robot
27,1506983913,342740062,1506983968,305116342,54.9623763561,SUCCESS,robot
28,1506983988,75946821,1506984020,587736142,31.8282678127,FAIL,''
29,1506984071,99128418,1506984103,454675026,31.4633908272,SUCCESS,robot
30,1506984117,184081128,1506984151,305184564,34.1211035252,SUCCESS,robot
31,1506984207,716099901,1506984240,204285848,32.4881858826,FAIL,''
32,1506984268,138810276,1506984300,570993617,32.4321835041,FAIL,''
33,1506984336,553515414,1506984369,270946137,32.7174305916,SUCCESS,robot
34,1506984394,250900115,1506984408,305650694,14.0547506809,SUCCESS,human
35,1506984422,728565552,1506984448,305561433,25.576996088,SUCCESS,human
36,1506984468,297769252,1506984505,305377738,37.0076084137,SUCCESS,robot
37,1506984518,567061483,1506984551,121074593,32.5540132523,FAIL,''
38,1506984646,419529952,1506984679,137584877,32.7180550098,SUCCESS,robot
39,1506984702,777869669,1506984735,21421754,32.436347723,FAIL,''
40,1506984798,731377083,1506984864,804280315,66.0729031563,SUCCESS,robot
