task_id,init_secs,init_nsecs,fin_secs,fin_nsecs,time_took,task_status,who_succeeded
1,1507224412,853292696,1507224421,878738300,9.0254456997,SUCCESS,human
2,1507224434,404595055,1507224451,880236886,17.4756417274,SUCCESS,human
3,1507224471,606526984,1507224480,867761427,9.2612342834,SUCCESS,human
4,1507224496,742811784,1507224506,867720068,10.1249084473,SUCCESS,human
5,1507224539,79305486,1507224550,867698097,11.0746433735,SUCCESS,human
6,1507224565,375527185,1507224576,867698495,11.4921712875,SUCCESS,human
7,1507224595,190864043,1507224613,867551684,18.676687479,SUCCESS,human
8,1507224632,951780377,1507224671,583057041,38.6312766075,FAIL,''
9,1507224698,532757480,1507224707,879151495,9.346394062,SUCCESS,human
10,1507224721,989537952,1507224731,867640007,9.8781020641,SUCCESS,human
11,1507224745,722136720,1507224755,880567852,10.1584310532,SUCCESS,human
12,1507224769,143537065,1507224782,879900435,13.7363634109,SUCCESS,human
13,1507224829,204073518,1507224862,867187681,33.6631143093,SUCCESS,robot
14,1507224875,473261669,1507224891,867641810,16.394380331,SUCCESS,human
15,1507224913,992987817,1507224933,867718565,19.874730587,SUCCESS,human
16,1507224952,22232659,1507224997,867102203,45.644775629,SUCCESS,robot
17,1507225011,598667004,1507225028,867595751,17.2689287663,SUCCESS,human
18,1507225043,225934111,1507225075,782828992,32.5568950176,SUCCESS,human
19,1507225091,300832907,1507225104,867669454,13.5668363571,SUCCESS,human
20,1507225118,556455869,1507225133,867626287,15.3111703396,SUCCESS,human
21,1507225147,830330973,1507225180,583057041,32.7527258396,FAIL,''
22,1507225200,446966045,1507225234,867168622,34.4202027321,SUCCESS,robot
23,1507225263,109277367,1507225296,867345740,33.7580685616,SUCCESS,robot
24,1507225309,249984639,1507225333,867227231,24.6172425747,SUCCESS,robot
25,1507225353,520852246,1507225385,884529776,32.3636775017,FAIL,''
26,1507225400,297861130,1507225409,880721538,9.5828604698,SUCCESS,human
27,1507225425,122364116,1507225457,866441616,32.7440776825,FAIL,''
28,1507225481,644326752,1507225514,82871465,33.1843879223,FAIL,''
29,1507225556,831173866,1507225567,867703699,11.0365297794,SUCCESS,human
30,1507225586,445054684,1507225618,666484139,32.221429348,FAIL,''
31,1507225648,613098262,1507225680,901581010,32.2884829044,FAIL,''
32,1507225710,577359825,1507225742,849555773,32.272195816,SUCCESS,robot
33,1507225754,841563787,1507225779,867903713,25.0263400078,SUCCESS,robot
34,1507225805,653447485,1507225848,866688517,43.2132411003,FAIL,''
35,1507225889,603449281,1507225924,867455773,35.2640063763,SUCCESS,robot
36,1507225939,661760140,1507225972,399872734,32.7381126881,SUCCESS,robot
37,1507225987,240167454,1507226019,632960881,32.392793417,FAIL,''
38,1507226045,572237713,1507226077,899746477,32.327508688,SUCCESS,robot
39,1507226099,997355284,1507226132,399717405,32.4023621082,SUCCESS,human
40,1507226143,607199502,1507226176,266981495,32.6597821712,FAIL,''
