task_id,init_secs,init_nsecs,fin_secs,fin_nsecs,time_took,task_status,who_succeeded
1,1506949664,775748450,1506949678,997611390,14.221862793,SUCCESS,human
2,1506949695,766888693,1506949704,497741324,8.7308526039,SUCCESS,human
3,1506949719,840515036,1506949728,499330161,8.6588149071,SUCCESS,human
4,1506949743,122656182,1506949751,997764151,8.8751080036,SUCCESS,human
5,1506949766,527717157,1506949779,997768546,13.470051527,SUCCESS,human
6,1506949796,598976041,1506949829,46351157,32.8645353317,SUCCESS,robot
7,1506950067,161189186,1506950073,423223,6.2620339394,SUCCESS,human
8,1506950088,670031970,1506950097,498644726,8.8286128044,SUCCESS,human
9,1506950114,360227489,1506950123,499109614,9.1388819218,SUCCESS,human
10,1506950140,25331653,1506950149,498675364,9.2453587055,SUCCESS,human
11,1506950163,700380940,1506950171,998863534,8.2984824181,SUCCESS,human
12,1506950187,162659193,1506950219,563997911,32.4013388157,FAIL,''
13,1506950834,643326836,1506950866,952068000,32.3087413311,FAIL,''
14,1506950899,928348549,1506950918,19985007,18.2715015411,SUCCESS,human
15,1506950937,334544276,1506950946,520074943,9.1855306625,SUCCESS,human
16,1506950961,865179543,1506950974,520020260,12.6548407078,SUCCESS,human
17,1506950988,980966792,1506951021,202034911,32.2210681438,FAIL,''
18,1506951087,292913676,1506951121,20091397,33.9080002308,SUCCESS,human
19,1506951218,759476371,1506951251,101968277,32.3424918652,SUCCESS,robot
20,1506951531,168041505,1506951564,834650638,33.6666092873,SUCCESS,robot
21,1506951590,684700229,1506951626,472745879,35.7880456448,FAIL,''
22,1506952100,780400652,1506952119,834994743,19.0545940399,SUCCESS,human
23,1506953545,284577745,1506953577,719963185,32.4353852272,SUCCESS,robot
24,1506953601,832902193,1506953610,937985353,9.1050832272,SUCCESS,human
25,1506953632,471513672,1506953666,937461773,34.4659481049,SUCCESS,robot
26,1506954269,669506190,1506954277,790377802,8.1208717823,SUCCESS,human
27,1506954297,271131071,1506954329,472745879,32.2016148567,FAIL,''
28,1506954574,554618174,1506954607,112742584,32.5581245422,SUCCESS,human
29,1506954652,152964474,1506954686,191764821,34.0388002396,SUCCESS,robot
30,1506955018,139111569,1506955050,424784841,32.2856733799,FAIL,''
31,1506955703,287053512,1506955731,27611010,27.9890565872,SUCCESS,robot
32,1506955754,533735977,1506955769,28577685,14.752040863,SUCCESS,human
33,1506955786,5624056,1506955818,493439769,31.9310340881,SUCCESS,robot
34,1506955840,115900992,1506955849,29295719,9.1770563126,SUCCESS,human
35,1506955864,246334212,1506955901,28919934,37.0428650379,SUCCESS,robot
36,1506955917,557575094,1506955949,695059391,32.1374843121,FAIL,''
37,1506956000,599353494,1506956033,62457315,33.0252196789,FAIL,''
38,1506956287,26917512,1506956344,30983938,57.0406644344,SUCCESS,robot
39,1506956364,188229074,1506956373,31084834,9.1226191521,SUCCESS,human
40,1506956392,971256041,1506956408,30898256,15.337726593,SUCCESS,human
