robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success
proactive_average_takeOneReasses_loyal,1,0,0.0,0.0,86.900419818,86.900419818,86.900419818,-9.177402150821484,-9.177402150821484,-9.177402150821484,40.0,40.0,40.0
proactive_average_takeOneReasses_loyal,2,5,5.0,5.0,154.480755933,154.480755933,154.480755933,6.8318278541387425,6.8318278541387425,6.8318278541387425,70.0,70.0,70.0
proactive_average_takeOneReasses_loyal,3,6,11.0,5.5,107.356605992,261.837361925,130.9186809625,18.46614389739763,25.297971751536373,12.648985875768187,80.0,150.0,75.0
proactive_average_takeOneReasses_loyal,4,2,13.0,4.333333333333333,111.533979687,373.371341612,124.45711387066666,43.459545967512575,68.75751771904895,22.919172573016315,100.0,250.0,83.33333333333333
proactive_average_takeOneReasses_loyal,5,0,13.0,3.25,108.143400034,481.51474164599995,120.37868541149999,5.20875319948032,73.96627091852926,18.491567729632315,60.0,310.0,77.5
reactive,6,5,5.0,5.0,166.582836863,166.582836863,166.582836863,19.271046436023564,19.271046436023564,19.271046436023564,80.0,80.0,80.0
reactive,7,9,14.0,7.0,141.130059048,307.71289591100003,153.85644795550002,14.597656577679107,33.86870301370267,16.934351506851336,90.0,170.0,85.0
reactive,8,8,22.0,7.333333333333333,148.961299032,456.67419494300003,152.2247316476667,11.894777483800532,45.7634804975032,15.254493499167735,90.0,260.0,86.66666666666667
