rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564417641586825045,,1564417641,580072201,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417644616123359,,1564417644,608736305,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417648273715643,,1564417648,267153799,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417651890507560,,1564417651,883879089,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564417654472540923,,1564417654,467063614,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417656294288006,,1564417656,287457990,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417656716825270,,1564417656,707480620,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417663340265811,,1564417663,333793054,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417664928133469,,1564417664,922196583,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564417667584074333,,1564417667,577970722,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417670047974162,,1564417670,41849116,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417670553531262,,1564417670,546984112,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417673614962987,,1564417673,608691027,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417678497344583,,1564417678,490347053,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417682073824933,,1564417682,67458695,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564417683604967539,,1564417683,598912405,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417691535477174,,1564417691,529243204,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564417691583744794,,1564417691,570185919,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564417694915958469,,1564417694,909604292,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417696604712163,,1564417696,597204921,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417699268250953,,1564417699,261227143,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417699447728116,,1564417699,441300237,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417702341461710,,1564417702,335224366,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417705914294597,,1564417705,908524275,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417709563658064,,1564417709,548538043,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417710670520139,,1564417710,664499681,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564417712093985255,,1564417712,86995879,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564417715621295472,,1564417715,615023858,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417718012564376,,1564417718,5496557,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417723314611830,,1564417723,308165470,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417725843949451,,1564417725,838459529,"[0, 1, 0, 1, 0, 1, 0, 1]",1,43
