task_id,task_init_secs,task_init_nsecs,acted_secs,acted_nsecs,taken_action,belief_state,real_state,human_state,human_model,isEstimationCorrect,robot_model,immediate_reward,total_disc_reward,warning_received
1,1536220984,812024503,1536220986,20182497,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""beginner_tired_noncollaborative.POMDPx""",True,"""policy5.pomdpx""","""0""","""0""",0
1,1536220984,812024503,1536220989,272949586,"""planning for grasping""","""TaskHuman""","""MayBeTired""","""Evaluating""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy5.pomdpx""","""0""","""0""",0
1,1536220984,812024503,1536220992,916244571,"""idle""","""TaskHuman""","""MayBeTired""","""Tired""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy5.pomdpx""","""0""","""0""",0
1,1536220984,812024503,1536220996,254285217,"""grasp""","""NeedsHelp""","""MayBeTired""","""RobotInterfered""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy5.pomdpx""","""0""","""0""",0
1,1536220984,812024503,1536220999,327859721,"""grasp""","""NeedsHelp""","""MayBeTired""","""RobotInterfered""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy5.pomdpx""","""0""","""0""",0
1,1536220984,812024503,1536221003,10988053,"""grasp""","""NeedsHelp""","""MayBeTired""","""RobotInterfered""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy5.pomdpx""","""0""","""0""",0
1,1536220984,812024503,1536221006,370137463,"""grasp""","""NeedsHelp""","""MayBeTired""","""RobotInterfered""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy5.pomdpx""","""0""","""0""",0
1,1536220984,812024503,1536221010,33473458,"""idle""","""GlobalSuccess""","""GlobalSuccess""","""RobotInterfered""","""beginner_tired_noncollaborative.POMDPx""",True,"""policy5.pomdpx""","""6""","""5.20875""",0
2,1536221023,424027516,1536221024,614369206,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""beginner_tired_noncollaborative.POMDPx""",True,"""policy6.pomdpx""","""6""","""5.20875""",0
2,1536221023,424027516,1536221024,614369206,"""idle""","""TaskHuman""","""MayBeTired""","""Tired""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy6.pomdpx""","""0""","""0""",0
2,1536221023,424027516,1536221031,24064848,"""planning for grasping""","""NoFocus""","""NoNeedHelp""","""Tired""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy6.pomdpx""","""0""","""0""",0
2,1536221023,424027516,1536221034,685625928,"""grasp""","""NeedsHelp""","""NoNeedHelp""","""RobotInterfered""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy6.pomdpx""","""0""","""0""",0
2,1536221023,424027516,1536221042,852509259,"""idle""","""MayBeTired""","""NoNeedHelp""","""RobotInterfered""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy6.pomdpx""","""0""","""0""",0
2,1536221023,424027516,1536221046,320982482,"""grasp""","""NeedsHelp""","""NoNeedHelp""","""RobotInterfered""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy6.pomdpx""","""0""","""0""",0
2,1536221023,424027516,1536221050,2445577,"""planning for grasping""","""MayBeTired""","""GlobalSuccess""","""RobotInterfered""","""beginner_tired_noncollaborative.POMDPx""",False,"""policy6.pomdpx""","""6""","""5.42352""",0
3,1536221062,671024898,1536221063,848352270,"""idle""","""TaskHuman""","""TaskHuman""","""TaskHuman""","""beginner_tired_noncollaborative.POMDPx""",True,"""policy11.pomdpx""","""6""","""5.42352""",0
