rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564423679520503688,,1564423679,513953936,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423681457208155,,1564423681,453519694,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423684546974728,,1564423684,540905667,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564423686265709842,,1564423686,259421933,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564423687796257148,,1564423687,789532747,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564423690710950234,,1564423690,704470106,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564423693750166949,,1564423693,743546899,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423695320583591,,1564423695,313995947,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564423701151584163,,1564423701,144909597,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423703649569650,,1564423703,637435339,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564423706117554023,,1564423706,111140972,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564423708611808217,,1564423708,605749519,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423709498316008,,1564423709,491524315,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423712481195288,,1564423712,472808342,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564423715007805991,,1564423715,2382940,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564423719383460612,,1564423719,377546546,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423736424399111,,1564423736,418591612,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423736552677786,,1564423736,546392039,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423739615515125,,1564423739,608571182,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423755175111623,,1564423755,168537904,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423755306702290,,1564423755,301779801,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423758401638391,,1564423758,396126177,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423780521838930,,1564423780,516646349,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423780663694634,,1564423780,656609416,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423783013833584,,1564423783,7238186,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423784764776338,,1564423784,758066178,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564423785926356991,,1564423785,920464842,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564423786531002502,,1564423786,526324113,"[0, 1, 0, 0, 0, 1, 0, 0]",3,35
1564423786667085559,,1564423786,662005294,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564423788597197753,,1564423788,591258390,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423790547791345,,1564423790,541526881,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423793207088056,,1564423793,200579806,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564423799215501423,,1564423799,207758086,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564423803152254419,,1564423803,139971664,"[0, 1, 0, 1, 0, 1, 0, 1]",1,43
