robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success,humans_contribution,human_success_rate
proactive_average_takeOneReasses_loyal,1,0,0.0,0.0,91.400770325,91.400770325,91.400770325,19.431746250689173,19.431746250689173,19.431746250689173,70.0,70.0,70.0,100.0,70.0
proactive_average_takeOneReasses_loyal,2,1,1.0,1.0,127.28896067,127.28896067,127.28896067,10.06426137429684,10.06426137429684,10.06426137429684,60.0,60.0,60.0,66.66666666666666,50.0
proactive_average_takeOneReasses_loyal,3,1,2.0,1.0,94.335076869,221.624037539,110.8120187695,28.553200114495468,38.61746148879231,19.308730744396154,80.0,140.0,70.0,100.0,80.0
proactive_average_takeOneReasses_loyal,4,1,3.0,1.0,85.983072774,307.607110313,102.53570343766667,48.48648416826768,87.10394565706,29.03464855235333,100.0,240.0,80.0,100.0,100.0
reactive,6,3,3.0,3.0,91.2672487,91.2672487,91.2672487,41.552314366783726,41.552314366783726,41.552314366783726,100.0,100.0,100.0,100.0,100.0
reactive,7,3,6.0,3.0,84.342686874,175.609935574,87.804967787,42.19297483787068,83.7452892046544,41.8726446023272,100.0,200.0,100.0,100.0,100.0
reactive,8,5,11.0,3.6666666666666665,112.154451891,287.76438746499997,95.92146248833332,-1.218601213966462,82.52668799068793,27.508895996895976,60.0,260.0,86.66666666666667,100.0,60.0
