task_id,init_secs,init_nsecs,fin_secs,fin_nsecs,time_took,moving_avg_time,task_status,moving_avg_status,who_succeeded
1,1565187463,258364618,1565187557,72060277,94.462238073349,94.462238073349,1,1.0,''
2,1565188533,840488341,1565188667,661883094,133.82139468193054,114.14181637763977,1,1.0,''
3,1565188720,428053720,1565188842,265732806,121.83767914772034,116.70710396766663,1,1.0,''
4,1565189245,419723161,1565189405,157034983,159.7373116016388,127.46465587615967,1,1.0,''
6,1565189893,245780996,1565190027,403931949,134.15815091133118,107.33612906932831,1,0.8333333333333334,''
7,1565190336,412213388,1565190499,907444915,163.49523162841797,115.35885800634112,1,0.8571428571428571,''
8,1565190809,202222661,1565190929,976851658,120.77462911605835,116.03582939505577,1,0.875,''
