task_id,step_count,who_reports,update_received_time,update_secs,update_nsecs,human_model,human_observables,Human Detected,Looked Around,Succesfull Grasp,Failed Grasp,Warned Robot,Stood Idle
1,1,"""OBSERVATION""",,1565187466,340270085,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,2,"""OBSERVATION""",,1565187469,835393718,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,3,"""OBSERVATION""",,1565187471,239636864,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
1,4,"""OBSERVATION""",,1565187474,685348779,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,5,"""OBSERVATION""",,1565187476,465650493,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,6,"""OBSERVATION""",,1565187477,845354809,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,7,"""OBSERVATION""",,1565187479,566723277,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,8,"""OBSERVATION""",,1565187481,53421220,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,9,"""OBSERVATION""",,1565187483,878533459,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,10,"""OBSERVATION""",,1565187485,286045824,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,11,"""OBSERVATION""",,1565187486,960365398,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,12,"""OBSERVATION""",,1565187490,392001289,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,13,"""OBSERVATION""",,1565187491,833851000,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,14,"""OBSERVATION""",,1565187493,844672372,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,15,"""OBSERVATION""",,1565187496,868867854,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,16,"""OBSERVATION""",,1565187500,72908560,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,17,"""OBSERVATION""",,1565187503,174181724,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,18,"""OBSERVATION""",,1565187505,645317809,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,19,"""OBSERVATION""",,1565187514,341099019,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,20,"""OBSERVATION""",,1565187515,729625328,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,21,"""OBSERVATION""",,1565187517,153740582,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,22,"""OBSERVATION""",,1565187518,988363809,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,23,"""OBSERVATION""",,1565187521,982873761,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,24,"""OBSERVATION""",,1565187523,383200029,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
1,25,"""OBSERVATION""",,1565187524,821677623,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,26,"""OBSERVATION""",,1565187527,516120527,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,27,"""OBSERVATION""",,1565187529,993094652,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,28,"""OBSERVATION""",,1565187531,377466937,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
1,29,"""OBSERVATION""",,1565187533,825011894,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,30,"""OBSERVATION""",,1565187535,304887846,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,31,"""OBSERVATION""",,1565187538,711091857,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,32,"""OBSERVATION""",,1565187541,220017261,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,33,"""OBSERVATION""",,1565187542,634496685,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,34,"""OBSERVATION""",,1565187544,121496383,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,35,"""OBSERVATION""",,1565187546,49517349,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,36,"""OBSERVATION""",,1565187548,471766421,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
