rosbagTimestamp,task_id,subtask_id,step_count,who_reports,update_received_time,update_secs,update_nsecs,human_model,action_taken_time,acted_secs,acted_nsecs,taken_action,belief_state,real_state,isEstimationCorrect,warnings_count_subtask,real_obs_received,real_obs_received_array,obs_with_noise,human_observables,mapped_observation_pomdp,mapped_observation_raw,robot_model,immediate_reward,total_disc_reward,robot_belief,tray_update_received_time,secs,nsecs,subtask_status,who_succeeded_subtask,subtask_duration,failed_subtasks,successful_subtasks,percentage_successful_subtasks,task_status,task_duration,who_succeeded_task,warnings_count_task,successful_tasks_cnt,failed_tasks_cnt,percentage_successful_tasks
1.56518746981945E+018,1,0,1,"""ROBOT""",,1565187469,799987484,'',,1565187467,622973363,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518747121515E+018,1,0,2,"""ROBOT""",,1565187471,203457507,'',,1565187471,191803934,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518747263558E+018,1,0,3,"""ROBOT""",,1565187472,624424761,'',,1565187472,574414649,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",6,5.20875319948032,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518747644941E+018,1,0,4,"""ROBOT""",,1565187476,437699284,'',,1565187476,23827835,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,5.20875319948032,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518747644941E+018,1,0,5,"""ROBOT""",,1565187476,437699284,'',,1565187476,23827835,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,5.20875319948032,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518747955024E+018,1,0,6,"""ROBOT""",,1565187479,538054080,'',,1565187479,218517960,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",6,10.523807484664319,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518748103581E+018,1,0,7,"""ROBOT""",,1565187481,22408726,'',,1565187480,917869973,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,10.523807484664319,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.5651874838625E+018,1,0,8,"""ROBOT""",,1565187483,851175896,'',,1565187482,419365144,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,10.523807484664319,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.5651874838625E+018,1,0,9,"""ROBOT""",,1565187483,851175896,'',,1565187482,419365144,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,10.523807484664319,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518748694349E+018,1,0,10,"""ROBOT""",,1565187486,931740092,'',,1565187486,647369039,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",6,15.732560684144639,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518748694349E+018,1,0,11,"""ROBOT""",,1565187486,931740092,'',,1565187486,647369039,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,15.732560684144639,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518749181763E+018,1,0,12,"""ROBOT""",,1565187491,791889416,'',,1565187491,747068214,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",6,21.15608546494464,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518749382768E+018,1,0,13,"""ROBOT""",,1565187493,815311676,'',,1565187493,178972283,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,21.15608546494464,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518749685263E+018,1,0,14,"""ROBOT""",,1565187496,841005161,'',,1565187495,249149192,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,21.15608546494464,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518750005664E+018,1,0,15,"""ROBOT""",,1565187500,44608292,'',,1565187498,227686208,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,21.15608546494464,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518750315811E+018,1,0,16,"""ROBOT""",,1565187503,146934082,'',,1565187501,416733404,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,21.15608546494464,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
1.56518750562833E+018,1,0,17,"""ROBOT""",,1565187505,615340662,'',,1565187504,502994524,"""idle""","""MayNotBeCapable""","""MayNotBeCapable""",True,0,'',[],'',[],0,0,"""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,21.15608546494464,[],,0,0,'','',0,0,0,0,'',0,'',0,0,0,0
