task_id,step_count,who_reports,update_received_time,update_secs,update_nsecs,human_model,human_observables,Human Detected,Looked Around,Succesfull Grasp,Failed Grasp,Warned Robot,Stood Idle
1,1,"""OBSERVATION""",,1565193734,19269387,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,2,"""OBSERVATION""",,1565193735,665140684,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,3,"""OBSERVATION""",,1565193739,684968613,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,4,"""OBSERVATION""",,1565193741,42360494,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,5,"""OBSERVATION""",,1565193742,478822288,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,6,"""OBSERVATION""",,1565193744,172873180,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,7,"""OBSERVATION""",,1565193747,420500418,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,8,"""OBSERVATION""",,1565193748,803708047,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
1,9,"""OBSERVATION""",,1565193750,206921444,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,10,"""OBSERVATION""",,1565193752,23910394,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,11,"""OBSERVATION""",,1565193755,391770441,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,12,"""OBSERVATION""",,1565193756,751292728,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,13,"""OBSERVATION""",,1565193758,266338439,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,14,"""OBSERVATION""",,1565193762,33278884,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,15,"""OBSERVATION""",,1565193765,52823638,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,16,"""OBSERVATION""",,1565193766,516285228,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,17,"""OBSERVATION""",,1565193769,654311565,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,18,"""OBSERVATION""",,1565193771,46631523,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,19,"""OBSERVATION""",,1565193772,988729019,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,20,"""OBSERVATION""",,1565193780,299266400,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,21,"""OBSERVATION""",,1565193781,698973721,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
1,22,"""OBSERVATION""",,1565193784,188153126,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,23,"""OBSERVATION""",,1565193785,651270991,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,24,"""OBSERVATION""",,1565193787,382681162,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,25,"""OBSERVATION""",,1565193789,776913285,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,26,"""OBSERVATION""",,1565193791,262730229,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,27,"""OBSERVATION""",,1565193792,865978035,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,28,"""OBSERVATION""",,1565193795,113842456,'',"[False, False, False, False, False, True]",0,0,0,0,0,1
1,29,"""OBSERVATION""",,1565193796,766462977,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,30,"""OBSERVATION""",,1565193798,154756424,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,31,"""OBSERVATION""",,1565193799,796647261,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,32,"""OBSERVATION""",,1565193803,953958927,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,33,"""OBSERVATION""",,1565193805,334080867,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,34,"""OBSERVATION""",,1565193807,840649422,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,35,"""OBSERVATION""",,1565193809,279577713,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,36,"""OBSERVATION""",,1565193811,765739332,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
1,37,"""OBSERVATION""",,1565193813,478617428,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,38,"""OBSERVATION""",,1565193816,579980207,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,39,"""OBSERVATION""",,1565193818,582986281,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,40,"""OBSERVATION""",,1565193820,968879342,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
2,1,"""OBSERVATION""",,1565193915,636267202,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,2,"""OBSERVATION""",,1565193917,718342913,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,3,"""OBSERVATION""",,1565193921,574205706,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,4,"""OBSERVATION""",,1565193923,48159859,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
2,5,"""OBSERVATION""",,1565193925,850797267,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,6,"""OBSERVATION""",,1565193927,221924678,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
2,7,"""OBSERVATION""",,1565193930,679137642,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
2,8,"""OBSERVATION""",,1565193932,170252898,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
2,9,"""OBSERVATION""",,1565193934,682555049,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
2,10,"""OBSERVATION""",,1565193936,175138270,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
2,11,"""OBSERVATION""",,1565193939,173565238,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
2,12,"""OBSERVATION""",,1565193942,260423268,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,13,"""OBSERVATION""",,1565193943,623265720,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
2,14,"""OBSERVATION""",,1565193946,230595903,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,15,"""OBSERVATION""",,1565193949,267715159,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,16,"""OBSERVATION""",,1565193953,244613916,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,17,"""OBSERVATION""",,1565193956,703186554,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,18,"""OBSERVATION""",,1565193964,366454663,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,19,"""OBSERVATION""",,1565193965,902262766,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,20,"""OBSERVATION""",,1565193970,542565012,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,21,"""OBSERVATION""",,1565193984,26265278,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
2,22,"""OBSERVATION""",,1565193985,486316595,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,23,"""OBSERVATION""",,1565193988,542042045,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,24,"""OBSERVATION""",,1565193993,373059586,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,25,"""OBSERVATION""",,1565193996,564981796,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,26,"""OBSERVATION""",,1565194015,401087270,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,27,"""OBSERVATION""",,1565194017,872157654,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
2,28,"""OBSERVATION""",,1565194032,225412763,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,29,"""OBSERVATION""",,1565194039,196535421,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
2,30,"""OBSERVATION""",,1565194043,115798918,'',"[True, False, False, False, True, False]",1,0,0,0,1,0
2,31,"""OBSERVATION""",,1565194044,592728484,'',"[True, False, False, False, True, False]",1,0,0,0,1,0
2,32,"""OBSERVATION""",,1565194049,997765987,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,33,"""OBSERVATION""",,1565194053,211160092,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,34,"""OBSERVATION""",,1565194056,648085234,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,35,"""OBSERVATION""",,1565194059,182286695,'',"[True, False, False, False, True, False]",1,0,0,0,1,0
2,36,"""OBSERVATION""",,1565194069,633728050,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
3,1,"""OBSERVATION""",,1565194295,594639896,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,2,"""OBSERVATION""",,1565194297,645569439,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,3,"""OBSERVATION""",,1565194300,444281773,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,4,"""OBSERVATION""",,1565194303,931504151,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,5,"""OBSERVATION""",,1565194305,303712947,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
3,6,"""OBSERVATION""",,1565194306,723508858,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,7,"""OBSERVATION""",,1565194308,364885089,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,8,"""OBSERVATION""",,1565194311,754706002,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
3,9,"""OBSERVATION""",,1565194314,212553058,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,10,"""OBSERVATION""",,1565194315,698430546,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,11,"""OBSERVATION""",,1565194318,90954603,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
3,12,"""OBSERVATION""",,1565194319,524392630,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,13,"""OBSERVATION""",,1565194321,13065660,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,14,"""OBSERVATION""",,1565194323,646144135,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,15,"""OBSERVATION""",,1565194325,43190362,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
3,16,"""OBSERVATION""",,1565194326,533418291,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,17,"""OBSERVATION""",,1565194328,28213793,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,18,"""OBSERVATION""",,1565194329,600750413,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,19,"""OBSERVATION""",,1565194332,527789505,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
3,20,"""OBSERVATION""",,1565194340,770208358,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,21,"""OBSERVATION""",,1565194342,275310364,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,22,"""OBSERVATION""",,1565194345,523048510,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,23,"""OBSERVATION""",,1565194347,293270530,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
3,24,"""OBSERVATION""",,1565194348,964133550,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,25,"""OBSERVATION""",,1565194351,997675885,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,26,"""OBSERVATION""",,1565194355,880429090,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,27,"""OBSERVATION""",,1565194358,573658178,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,28,"""OBSERVATION""",,1565194360,74832350,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,29,"""OBSERVATION""",,1565194361,473065571,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
3,30,"""OBSERVATION""",,1565194364,122849740,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,31,"""OBSERVATION""",,1565194366,634113847,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,32,"""OBSERVATION""",,1565194369,653851588,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,33,"""OBSERVATION""",,1565194371,175054596,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,34,"""OBSERVATION""",,1565194372,901518450,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
3,35,"""OBSERVATION""",,1565194375,390675338,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,36,"""OBSERVATION""",,1565194378,900480598,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,37,"""OBSERVATION""",,1565194381,416480639,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,38,"""OBSERVATION""",,1565194382,883377793,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,39,"""OBSERVATION""",,1565194384,284656354,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
3,40,"""OBSERVATION""",,1565194391,798970742,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
3,41,"""OBSERVATION""",,1565194393,339350181,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
3,42,"""OBSERVATION""",,1565194394,744323446,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
4,1,"""OBSERVATION""",,1565194619,311155832,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
4,2,"""OBSERVATION""",,1565194621,538558821,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
4,3,"""OBSERVATION""",,1565194624,704632541,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
4,4,"""OBSERVATION""",,1565194626,92651074,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
4,5,"""OBSERVATION""",,1565194627,540535118,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
