robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success,humans_contribution,human_success_rate
proactive_average_takeOneReasses_loyal,1,0,0.0,0.0,90.712229912,90.712229912,90.712229912,10.249439187432252,10.249439187432252,10.249439187432252,60.0,60.0,60.0,100.0,60.0
proactive_average_takeOneReasses_loyal,2,3,3.0,3.0,155.293041524,155.293041524,155.293041524,0.3764134707532669,0.3764134707532669,0.3764134707532669,60.0,60.0,60.0,33.33333333333333,33.33333333333333
proactive_average_takeOneReasses_loyal,3,0,3.0,1.5,104.018113162,259.311154686,129.655577343,49.24654810463008,49.62296157538334,24.81148078769167,100.0,160.0,80.0,100.0,100.0
proactive_average_takeOneReasses_loyal,4,0,3.0,1.0,125.537083757,384.848238443,128.28274614766667,47.42150187849887,97.04446345388222,32.34815448462741,100.0,260.0,86.66666666666667,90.0,100.0
reactive,5,0,0.0,0.0,106.820599115,106.820599115,106.820599115,49.434866535305524,49.434866535305524,49.434866535305524,100.0,100.0,100.0,100.0,100.0
reactive,6,8,8.0,8.0,140.246967461,140.246967461,140.246967461,-4.970859670060298,-4.970859670060298,-4.970859670060298,70.0,70.0,70.0,71.42857142857143,62.5
reactive,7,6,14.0,7.0,101.118965305,241.36593276600001,120.68296638300001,15.179245188782275,10.208385518721977,5.104192759360989,80.0,150.0,75.0,100.0,80.0
reactive,8,4,18.0,6.0,105.660595105,347.026527871,115.67550929033332,7.346178378128538,17.554563896850517,5.851521298950172,70.0,220.0,73.33333333333333,71.42857142857143,62.5
