rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564423379921352579,,1564423379,914699381,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423382194745824,,1564423382,188296123,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423385478825026,,1564423385,472265525,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564423385658612595,,1564423385,652199211,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423387504020095,,1564423387,497747453,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423389924821534,,1564423389,919099682,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423390455772008,,1564423390,449213508,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564423392579055197,,1564423392,573081676,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564423395442227245,,1564423395,436109151,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423396417346581,,1564423396,411110491,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423400388793726,,1564423400,383211078,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564423405537936398,,1564423405,533944641,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423405617057330,,1564423405,612069039,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564423420631976833,,1564423420,625116491,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423420769521943,,1564423420,764576210,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423436354622897,,1564423436,348103005,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423436527324926,,1564423436,520628192,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423439557641623,,1564423439,551233456,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423455178618039,,1564423455,171923540,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423455457591571,,1564423455,451034005,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423457900746764,,1564423457,894117567,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423460409320955,,1564423460,403280775,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564423460924242503,,1564423460,917880784,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423463979157878,,1564423463,971996860,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423466953336952,,1564423466,947714483,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423469941251288,,1564423469,935374402,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423485369966948,,1564423485,363051427,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423485488995568,,1564423485,478928041,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564423487356809867,,1564423487,350232340,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564423489569398576,,1564423489,562690474,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564423492099773504,,1564423492,96207421,"[0, 1, 0, 1, 0, 1, 0, 1]",1,43
