rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564320609035598633,,1564320609,29960143,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320611823506153,,1564320611,816342868,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320613623719865,,1564320613,617050312,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564320616984811249,,1564320616,978168362,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320618450452134,,1564320618,444368992,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320620060360890,,1564320620,53332649,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564320621570345247,,1564320621,564725394,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320623053885918,,1564320623,48316793,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320625310201489,,1564320625,304046279,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320626702342718,,1564320626,696829516,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564320628361334214,,1564320628,354487063,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320629854484967,,1564320629,847510209,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320631348242347,,1564320631,342118074,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320633157355076,,1564320633,151295532,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564320634599524983,,1564320634,592707134,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320637662890778,,1564320637,657058213,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320640720012560,,1564320640,714054775,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320643051686266,,1564320643,45734758,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320644549884991,,1564320644,543000372,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320646818375122,,1564320646,810965441,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320648458566330,,1564320648,451806034,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320655824622614,,1564320649,890369941,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564320657308735621,,1564320657,302762387,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320660359584044,,1564320660,352770448,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320663359581047,,1564320663,353830754,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320666365351407,,1564320666,357958111,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320669426076264,,1564320669,419841452,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320672450939040,,1564320672,445328194,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320675459978983,,1564320675,453913716,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320688924036725,,1564320688,917324272,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320690394485806,,1564320690,387570422,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320693442489058,,1564320693,436725379,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320696999904246,,1564320696,992998309,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320706880566911,,1564320706,873948303,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320708287097336,,1564320708,280946194,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564320709722777144,,1564320709,716366825,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320711386386713,,1564320711,380307259,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320714436178214,,1564320714,430224361,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320715906473790,,1564320715,900146090,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320717368056536,,1564320717,363606708,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320720446312360,,1564320720,440223331,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320723470018819,,1564320723,464044630,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320726435821321,,1564320726,430002387,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320729527565092,,1564320729,520429068,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320732518961951,,1564320732,506417446,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320735517915647,,1564320735,510871866,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320738523499709,,1564320738,517315245,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320741545986810,,1564320741,539265621,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320757913535480,,1564320757,906859118,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320759326809273,,1564320759,319779564,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564320760768132804,,1564320760,761907870,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320762395300482,,1564320762,389738492,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320763976444641,,1564320763,969986971,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320766276825074,,1564320766,269734139,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320767678960998,,1564320767,672806040,"[0, 1, 0, 1, 0, 1, 0, 1]",10,43
