rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1565017907254290540,,1565017907,247009831,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565017909691906270,,1565017909,685953910,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017911084134077,,1565017911,77270525,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565017912771079186,,1565017912,761705893,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017915602297473,,1565017915,596563790,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565017917073249066,,1565017917,67428744,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017918456110694,,1565017918,449920059,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565017920125989520,,1565017920,119807021,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017923201954412,,1565017923,195559841,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017924607541548,,1565017924,601390501,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565017926196450005,,1565017926,190212956,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017927691131024,,1565017927,684160085,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565017929212847826,,1565017929,205791501,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017930630984908,,1565017930,622229518,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565017933218443133,,1565017933,212030311,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017935250798790,,1565017935,244870757,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017939330073625,,1565017939,323411059,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017942124497914,,1565017942,118242455,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017943505589383,,1565017943,499619486,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565017945189503200,,1565017945,182638889,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017956217882172,,1565017955,183929545,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017957609180277,,1565017957,602781810,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565017959053578914,,1565017959,47310998,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017962580455777,,1565017962,573635199,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017964096248955,,1565017964,88988080,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565017966682234658,,1565017965,644281222,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017968655325411,,1565017968,631127305,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017971670783050,,1565017971,663983902,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017975151668629,,1565017975,145593319,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017977213541170,,1565017977,207113664,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565017978693438163,,1565017978,686688971,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017980772545632,,1565017980,765730923,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565017982330632205,,1565017982,323430466,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017983731182300,,1565017983,725160447,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565017986310274023,,1565017986,303165057,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017988309499326,,1565017988,301321511,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565017989738205620,,1565017989,723799131,"[0, 1, 0, 1, 0, 1, 0, 1]",10,43
