task_id,task_init_secs,task_init_nsecs,acted_secs,acted_nsecs,taken_action,belief_state,real_state,robot_model,immediate_reward,total_disc_reward
1,1564503228,249205161,1564503238,216037136,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503239,675702038,"""planning for grasping""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503242,701715630,"""idle""","""MayBeTired""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503245,777161313,"""grasp""","""NeedsHelp""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503248,621757218,"""planning for grasping""","""HumanDoingOk""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503251,244357417,"""planning for grasping""","""MayBeTired""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503255,231125552,"""planning for grasping""","""MayBeTired""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503257,267541689,"""planning for grasping""","""MayBeTired""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503260,293528709,"""grasp""","""NeedsHelp""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503263,310387696,"""planning for grasping""","""MayBeTired""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503266,676433137,"""grasp""","""NeedsHelp""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
1,1564503228,249205161,1564503271,390483922,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",6,2.62071837523159
1,1564503228,249205161,1564503279,651423081,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,2.62071837523159
1,1564503228,249205161,1564503282,184022441,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,2.62071837523159
1,1564503228,249205161,1564503283,667721118,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,2.62071837523159
1,1564503228,249205161,1564503283,667721118,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,2.62071837523159
1,1564503228,249205161,1564503287,528493478,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",6,6.963504698786563
1,1564503228,249205161,1564503289,17447717,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,6.963504698786563
1,1564503228,249205161,1564503292,179874360,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,6.963504698786563
1,1564503228,249205161,1564503293,643341065,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,6.963504698786563
1,1564503228,249205161,1564503295,176484125,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,6.963504698786563
1,1564503228,249205161,1564503295,176484125,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,6.963504698786563
1,1564503228,249205161,1564503300,713896262,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",6,11.577639034347186
1,1564503228,249205161,1564503302,223594123,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,11.577639034347186
1,1564503228,249205161,1564503305,969760390,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,11.577639034347186
1,1564503228,249205161,1564503309,32368164,"""planning for grasping""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,11.577639034347186
1,1564503228,249205161,1564503311,962187649,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,11.577639034347186
1,1564503228,249205161,1564503311,962187649,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,11.577639034347186
1,1564503228,249205161,1564503315,424764607,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",-6,7.0557873854977755
1,1564503228,249205161,1564503316,926367510,"""grasp""","""NeedsHelp""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,7.0557873854977755
1,1564503228,249205161,1564503316,926367510,"""grasp""","""NeedsHelp""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,7.0557873854977755
1,1564503228,249205161,1564503316,926367510,"""grasp""","""NeedsHelp""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,7.0557873854977755
1,1564503228,249205161,1564503322,502993946,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",-6,1.8470341860174555
1,1564503228,249205161,1564503322,502993946,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,1.8470341860174555
1,1564503228,249205161,1564503332,64121221,"""grasp""","""NeedsHelp""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",-6,-3.155452386763443
1,1564503228,249205161,1564503333,610960980,"""grasp""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-3.155452386763443
1,1564503228,249205161,1564503335,230344336,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-3.155452386763443
1,1564503228,249205161,1564503335,230344336,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-3.155452386763443
1,1564503228,249205161,1564503335,230344336,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-3.155452386763443
1,1564503228,249205161,1564503341,527154495,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",6,1.94912574872727
1,1564503228,249205161,1564503343,5961122,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,1.94912574872727
1,1564503228,249205161,1564503346,353100045,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,1.94912574872727
1,1564503228,249205161,1564503346,353100045,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,1.94912574872727
1,1564503228,249205161,1564503350,20103296,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",-6,-3.0533608240536285
1,1564503228,249205161,1564503351,663687179,"""grasp""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-3.0533608240536285
1,1564503228,249205161,1564503354,654474484,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-3.0533608240536285
1,1564503228,249205161,1564503354,654474484,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-3.0533608240536285
1,1564503228,249205161,1564503359,161159560,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-3.0533608240536285
1,1564503228,249205161,1564503359,161159560,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-3.0533608240536285
1,1564503228,249205161,1564503363,287873215,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",-6,-7.667495159614251
1,1564503228,249205161,1564503364,812968165,"""grasp""","""NeedsHelp""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-7.667495159614251
1,1564503228,249205161,1564503367,513365681,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-7.667495159614251
1,1564503228,249205161,1564503367,513365681,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-7.667495159614251
1,1564503228,249205161,1564503373,644845636,"""idle""","""GlobalFail""","""GlobalFail""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-7.667495159614251
1,1564503228,249205161,1564503373,644845636,"""idle""","""GlobalFail""","""GlobalFail""","""proactive_average_takeOneReasses_loyal.pomdpx""",-6,-12.56993200093953
2,1564504999,148451044,1564505004,482989136,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,0.0
2,1564504999,148451044,1564505004,482989136,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",-6,-5.534208959999999
2,1564504999,148451044,1564505005,882676748,"""planning for grasping""","""MayNotBeCapable""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-5.534208959999999
2,1564504999,148451044,1564505007,667704266,"""grasp""","""NeedsHelp""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-5.534208959999999
2,1564504999,148451044,1564505007,667704266,"""grasp""","""NeedsHelp""","""MayNotBeCapable""","""proactive_average_takeOneReasses_loyal.pomdpx""",6,-0.8259086175911996
2,1564504999,148451044,1564505021,373699092,"""planning for grasping""","""MayBeTired""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-0.8259086175911996
2,1564504999,148451044,1564505023,873975624,"""planning for grasping""","""NeedsHelp""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-0.8259086175911996
2,1564504999,148451044,1564505026,966674444,"""grasp""","""NeedsHelp""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,-0.8259086175911996
2,1564504999,148451044,1564505026,966674444,"""grasp""","""NeedsHelp""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",6,3.3449033675509963
2,1564504999,148451044,1564505040,28971446,"""planning for grasping""","""MayBeTired""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,3.3449033675509963
2,1564504999,148451044,1564505042,790938080,"""grasp""","""NeedsHelp""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,3.3449033675509963
2,1564504999,148451044,1564505042,790938080,"""grasp""","""NeedsHelp""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",6,7.191927543992551
2,1564504999,148451044,1564505062,490363353,"""planning for grasping""","""MayBeTired""","""NeedsHelp""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,7.191927543992551
2,1564504999,148451044,1564505065,68278293,"""planning for grasping""","""NotWantHelp""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,7.191927543992551
2,1564504999,148451044,1564505066,540037797,"""planning for grasping""","""MayBeTired""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,7.191927543992551
2,1564504999,148451044,1564505066,540037797,"""planning for grasping""","""MayBeTired""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,7.191927543992551
2,1564504999,148451044,1564505066,540037797,"""planning for grasping""","""MayBeTired""","""MayBeTired""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,7.191927543992551
2,1564504999,148451044,1564505071,201607927,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",6,11.90022788640135
2,1564504999,148451044,1564505072,903393519,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,11.90022788640135
2,1564504999,148451044,1564505076,34560206,"""idle""","""HumanDoingOk""","""HumanDoingOk""","""proactive_average_takeOneReasses_loyal.pomdpx""",0.0,11.90022788640135
