robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success
proactive_average_takeOneReasses_loyal,1,0,0.0,0.0,144.042094855,144.042094855,144.042094855,-12.56993200093953,-12.56993200093953,-12.56993200093953,40.0,40.0,40.0
proactive_average_takeOneReasses_loyal,2,0,0.0,0.0,146.473460739,146.473460739,146.473460739,14.232232868393856,14.232232868393856,14.232232868393856,70.0,70.0,70.0
proactive_average_takeOneReasses_loyal,3,0,0.0,0.0,77.666856359,224.14031709799997,112.07015854899998,22.8159624288216,37.04819529721546,18.52409764860773,70.0,140.0,70.0
proactive_average_takeOneReasses_loyal,4,2,2.0,0.6666666666666666,113.100188463,337.24050556099996,112.41350185366666,33.43751361745115,70.48570891466662,23.495236304888873,90.0,230.0,76.66666666666667
reactive,6,0,0.0,0.0,142.478436549,142.478436549,142.478436549,27.4715423239778,27.4715423239778,27.4715423239778,80.0,80.0,80.0
reactive,7,3,3.0,1.5,164.060996922,306.539433471,153.2697167355,25.029331598625234,52.500873922603034,26.250436961301517,90.0,170.0,85.0
reactive,8,2,5.0,1.6666666666666667,114.635465756,421.17489922699997,140.39163307566665,42.58602494346207,95.0868988660651,31.695632955355034,100.0,270.0,90.0
