rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1565361895810326010,,1565361895,802944297,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361897918624785,,1565361897,910359086,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565361899380824396,,1565361899,375155174,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361900770965373,,1565361900,766612448,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565361902458503797,,1565361902,451157339,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361905560610056,,1565361905,553693900,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565361907003078171,,1565361906,996764610,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361909215737455,,1565361909,207766172,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565361912424783160,,1565361911,416356195,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361913813504094,,1565361913,806536648,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565361915337038591,,1565361915,327791001,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361918050695154,,1565361918,43267461,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565361919467193416,,1565361919,456161551,"[0, 1, 1, 0, 0, 0, 0, 3]",13,23
1565361920879824629,,1565361920,874280099,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361922581922682,,1565361922,575571075,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361926556286487,,1565361926,549141123,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361930021627452,,1565361930,15063000,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1565361933029195593,,1565361933,22809686,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1565361942859941464,,1565361936,997998056,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1565361944258165355,,1565361944,252214494,"[0, 1, 0, 0, 1, 0, 0, 3]",13,23
1565361945674882969,,1565361945,668502853,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361947744563445,,1565361947,738280572,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1565361951103995185,,1565361951,97521908,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1565361953575794940,,1565361953,567219616,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565361956719286706,,1565361956,712887250,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565361960975114744,,1565361960,967808533,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565361963400547982,,1565361962,371668164,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1565361964822182939,,1565361964,815251159,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361966300024025,,1565361966,292273721,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361970312141470,,1565361970,286758594,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361973667546822,,1565361973,661083525,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565361975180831220,,1565361975,174725931,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361976587047965,,1565361976,579709110,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565361978210238169,,1565361978,203797035,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361982248878509,,1565361981,215118784,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361983653070865,,1565361983,646551693,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1565361985150819946,,1565361985,144522972,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361993939703556,,1565361993,934072486,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361995434791278,,1565361995,426994060,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565361997193504800,,1565361997,187273649,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1565361998666236134,,1565361998,659798028,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1565362000203320052,,1565362000,197437958,"[0, 1, 0, 1, 0, 1, 0, 1]",10,43
