rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564421472979612418,,1564421472,973455643,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421474438116895,,1564421474,431290811,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421478272585447,,1564421478,266007056,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421479684801357,,1564421479,671361731,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564421481189698422,,1564421481,183195066,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421482812609463,,1564421482,805969212,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421484765746146,,1564421484,759210246,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421486172696799,,1564421486,167159184,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564421487860011982,,1564421487,850058364,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421489339714751,,1564421489,333224750,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421490970739888,,1564421490,964300128,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421493694107985,,1564421493,688174133,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564421495225635341,,1564421495,219690507,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421496703120996,,1564421496,696759486,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421498364001075,,1564421498,354325428,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421500183079846,,1564421500,176526575,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564421501696792131,,1564421501,689857931,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421504680406322,,1564421504,673505028,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421507720972605,,1564421507,715108787,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421510762050181,,1564421510,755163266,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421519984777031,,1564421519,979460100,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421521513003512,,1564421521,506549780,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421524545602880,,1564421524,539665752,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421527598530946,,1564421527,591808819,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421530611449775,,1564421530,604647813,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421543968168202,,1564421543,961663158,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421545470081111,,1564421545,463596919,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421560778510173,,1564421560,772112410,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421562306685092,,1564421562,300036611,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421571013391997,,1564421571,7916508,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421572539922170,,1564421572,532301299,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421575594618175,,1564421575,588052606,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421578609408366,,1564421578,603396662,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421581694859800,,1564421581,688421987,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421595204953165,,1564421595,198638383,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421596677762659,,1564421596,670362410,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421599730859910,,1564421599,724275404,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421602680509719,,1564421602,673122755,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421605728219002,,1564421605,721803751,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421608733940172,,1564421608,726007610,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421625569913181,,1564421625,564026802,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421627119988424,,1564421627,112712368,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421628644141220,,1564421628,638553665,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421631581679599,,1564421631,575468381,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421634209611858,,1564421634,203030230,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564421635601771202,,1564421635,595823420,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564421637132600325,,1564421637,125757575,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564421638628939138,,1564421638,622460775,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564421641488439962,,1564421641,482242718,"[0, 1, 1, 1, 0, 0, 0, 3]",5,15
