rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564320139406438987,,1564320139,399514313,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320141848765982,,1564320141,841778563,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320144900344347,,1564320144,892942259,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320146268467590,,1564320146,261855428,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564320147955582935,,1564320147,948473181,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320151355835845,,1564320151,350193537,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320152838469046,,1564320152,832002023,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320154227753926,,1564320154,217077432,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564320155647738683,,1564320155,640728097,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320157169102413,,1564320157,161727732,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320158550965054,,1564320158,545145593,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564320160437263930,,1564320160,429830180,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320163084326327,,1564320163,77789958,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320164464399200,,1564320164,458286411,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564320166108267480,,1564320166,94882685,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320169372119988,,1564320169,365116432,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320172375402457,,1564320172,368684884,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320173877527128,,1564320173,870566744,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320175852913399,,1564320175,845730368,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564320177346191424,,1564320177,339126783,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320186440143569,,1564320186,432994956,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320188385297357,,1564320188,378686493,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564320208739615389,,1564320208,732930176,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320210262752836,,1564320210,255605338,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320213271626762,,1564320213,264884513,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320214735288096,,1564320214,728557435,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564320216171235786,,1564320216,165293491,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320219257586504,,1564320219,250676704,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320221436929546,,1564320221,430933067,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564320222952817005,,1564320222,945547632,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320238365757451,,1564320238,359098187,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564320250911220961,,1564320250,904015076,"[0, 1, 0, 0, 0, 1, 1, 0]",11,99
