rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564422499897992048,,1564422499,891358124,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422501357728670,,1564422501,351216080,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422503608754149,,1564422503,601669023,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422505128222575,,1564422505,120456782,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564422506565918284,,1564422506,559879941,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564422508319502476,,1564422508,312127204,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422511059662990,,1564422511,52780054,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564422516771819108,,1564422516,767109618,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422518188096184,,1564422518,181720080,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564422519649863810,,1564422519,643035588,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422521134584159,,1564422521,128080220,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422524148384459,,1564422524,140803779,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422525554405586,,1564422525,548385153,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564422526990119718,,1564422526,984473529,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422528743341338,,1564422528,736625037,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422531788552645,,1564422531,782140417,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422533334541288,,1564422533,327928585,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422536482933128,,1564422536,476428487,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422538100530380,,1564422538,93357067,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564422548661721758,,1564422544,257516302,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564422554107281136,,1564422554,100398279,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422555570397135,,1564422555,563866777,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422558597368129,,1564422558,590398914,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422561610210521,,1564422561,604232282,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422564680063917,,1564422564,672792499,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422578183074473,,1564422578,176611847,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422579625060842,,1564422579,618191985,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422582654591733,,1564422582,648711233,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422585716954892,,1564422585,709939042,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422588776669871,,1564422588,770127369,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422591765641365,,1564422591,757926603,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422599718139132,,1564422599,712225990,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564422606891396465,,1564422606,885177941,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564422608394972121,,1564422608,388618295,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422611438730374,,1564422611,432228419,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422612853836439,,1564422612,840697629,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564422614502172989,,1564422614,495517316,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422617485141582,,1564422617,478444599,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422620495548435,,1564422620,489498046,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422623494468067,,1564422623,488094372,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564422625747740287,,1564422625,740720376,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564422628804528341,,1564422628,797921099,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564422631494580279,,1564422631,488956115,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564422633033000699,,1564422633,26520641,"[0, 0, 0, 0, 0, 1, 0, 0]",4,7
1564422634449802250,,1564422634,444067690,"[0, 0, 0, 1, 0, 1, 0, 1]",5,8
