rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564418151294432781,,1564418151,287774385,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418154280417083,,1564418154,273796633,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418158571068093,,1564418158,563480859,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564418160674363814,,1564418160,668839651,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418162326078647,,1564418162,319160037,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564418165106328744,,1564418165,102654888,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564418170225936175,,1564418170,220079988,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564418171982319633,,1564418171,978754000,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564418174015880936,,1564418174,9186836,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418175191267192,,1564418175,185205300,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564418176868239840,,1564418176,861847017,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564418179542848139,,1564418179,537236151,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418182082364344,,1564418182,76920381,"[0, 1, 0, 0, 0, 1, 0, 3]",0,23
1564418182601443204,,1564418182,594709342,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418185656723789,,1564418185,651127448,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418188643879207,,1564418188,637175349,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418191638796448,,1564418191,632320483,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418201262104608,,1564418201,255375931,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564418201417633840,,1564418201,412626563,"[0, 1, 0, 0, 1, 0, 0, 0]",2,19
1564418202308461596,,1564418202,301938148,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418203012689813,,1564418203,5533730,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564418206039055842,,1564418206,32859069,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564418206514733121,,1564418206,509060583,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418208396098804,,1564418208,390177359,"[0, 1, 0, 0, 0, 1, 0, 3]",0,23
1564418212918331986,,1564418212,909391233,"[0, 1, 0, 0, 0, 1, 0, 3]",2,23
1564418215411317315,,1564418215,406210192,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418215971625460,,1564418215,968005893,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418219010816584,,1564418219,5380732,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418222913213610,,1564418222,906891672,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564418225347261258,,1564418225,341302092,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564418227704099095,,1564418227,697396238,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418228751233617,,1564418228,744406713,"[0, 1, 0, 0, 0, 1, 0, 3]",2,23
1564418236166276911,,1564418236,161403056,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564418238404331385,,1564418238,397920152,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418240881450978,,1564418240,875368905,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564418241418341371,,1564418241,411024764,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418244504800344,,1564418244,498079313,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418252269073104,,1564418249,318136591,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564418252425798145,,1564418252,419395948,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564418255441370644,,1564418255,433968368,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564418258548933324,,1564418258,541684039,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564418263380078704,,1564418263,375370600,"[0, 1, 0, 0, 0, 1, 1, 1]",5,99
