robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success,humans_contribution,human_success_rate
average_takeOneReasses_loyal,13,1,1.0,1.0,120.248055897,120.248055897,120.248055897,29.518883442358703,29.518883442358703,29.518883442358703,80.0,80.0,80.0,75.0,75.0
