rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564416562957590354,,1564416562,950503786,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416565745599926,,1564416565,739615703,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416567227178575,,1564416567,214343266,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416568668449380,,1564416568,662858676,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416570376100579,,1564416570,370092085,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416571984753262,,1564416571,978223416,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416573382719642,,1564416573,376252209,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416575015198108,,1564416575,6976626,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416576612078618,,1564416576,603878294,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416578781903573,,1564416578,775738958,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416580187218523,,1564416580,180868091,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416581811405694,,1564416581,804779247,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416583315295464,,1564416583,311367241,"[0, 1, 0, 0, 1, 0, 0, 0]",6,19
1564416586680993192,,1564416586,674461150,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564416593532105386,,1564416593,525415876,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416595066817774,,1564416595,60466589,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416597574439212,,1564416597,567597916,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416598974762333,,1564416598,967904669,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416600592197818,,1564416600,585422034,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416602093203928,,1564416602,86074218,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564416609810501440,,1564416609,803804372,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416611217159669,,1564416611,209446906,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564416612670383448,,1564416612,664001522,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564416614172662524,,1564416614,166294486,"[1, 1, 0, 0, 0, 1, 0, 0]",8,34
1564416616119087164,,1564416616,112448451,"[1, 1, 1, 0, 0, 0, 0, 0]",3,6
1564416618058352941,,1564416618,51493662,"[1, 1, 0, 0, 0, 1, 0, 0]",8,34
1564416619448387088,,1564416619,442231351,"[1, 1, 0, 0, 0, 1, 0, 1]",12,39
