task_id,step_count,who_reports,update_received_time,update_secs,update_nsecs,human_model,human_observables,Human Detected,Looked Around,Succesfull Grasp,Failed Grasp,Warned Robot,Stood Idle
1,1,"""OBSERVATION""",,1564576981,60068958,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,2,"""OBSERVATION""",,1564576984,248364272,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,3,"""OBSERVATION""",,1564576985,680774949,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,4,"""OBSERVATION""",,1564576987,153720211,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,5,"""OBSERVATION""",,1564576988,521548431,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,6,"""OBSERVATION""",,1564576989,933483467,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,7,"""OBSERVATION""",,1564576991,637610538,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,8,"""OBSERVATION""",,1564576993,321818870,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
1,9,"""OBSERVATION""",,1564576994,761126108,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,10,"""OBSERVATION""",,1564576996,209465646,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,11,"""OBSERVATION""",,1564576997,912500309,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,12,"""OBSERVATION""",,1564576999,302662668,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,13,"""OBSERVATION""",,1564577000,958912401,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,14,"""OBSERVATION""",,1564577003,631142101,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,15,"""OBSERVATION""",,1564577005,814120159,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,16,"""OBSERVATION""",,1564577007,429170232,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,17,"""OBSERVATION""",,1564577008,896912152,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,18,"""OBSERVATION""",,1564577012,771633353,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,19,"""OBSERVATION""",,1564577015,840351780,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,20,"""OBSERVATION""",,1564577019,806553180,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,21,"""OBSERVATION""",,1564577028,53227464,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,22,"""OBSERVATION""",,1564577029,426719846,'',"[True, False, False, True, False, False]",1,0,0,1,0,0
1,23,"""OBSERVATION""",,1564577030,836715391,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,24,"""OBSERVATION""",,1564577032,299745974,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,25,"""OBSERVATION""",,1564577035,308930101,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,26,"""OBSERVATION""",,1564577036,706565450,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,27,"""OBSERVATION""",,1564577038,382716239,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,28,"""OBSERVATION""",,1564577040,121381903,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,29,"""OBSERVATION""",,1564577042,229685758,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,30,"""OBSERVATION""",,1564577044,797982716,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,31,"""OBSERVATION""",,1564577046,226000401,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,32,"""OBSERVATION""",,1564577047,993834615,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,33,"""OBSERVATION""",,1564577050,880447348,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,34,"""OBSERVATION""",,1564577052,286713269,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,35,"""OBSERVATION""",,1564577054,61204050,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,36,"""OBSERVATION""",,1564577057,126781061,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,37,"""OBSERVATION""",,1564577060,132625701,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,38,"""OBSERVATION""",,1564577061,584221310,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,39,"""OBSERVATION""",,1564577064,324513129,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,40,"""OBSERVATION""",,1564577065,733544108,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
1,41,"""OBSERVATION""",,1564577067,361288516,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,42,"""OBSERVATION""",,1564577070,511279630,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
1,43,"""OBSERVATION""",,1564577071,937181633,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
1,44,"""OBSERVATION""",,1564577073,311967043,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
2,1,"""OBSERVATION""",,1564578831,721244713,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,2,"""OBSERVATION""",,1564578834,700153,'',"[True, False, True, False, False, False]",1,0,1,0,0,0
2,3,"""OBSERVATION""",,1564578836,887018864,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
2,4,"""OBSERVATION""",,1564578838,270317134,'',"[True, False, False, True, False, True]",1,0,0,1,0,1
2,5,"""OBSERVATION""",,1564578839,943252307,'',"[True, False, False, False, False, True]",1,0,0,0,0,1
