rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564415851388917093,,1564415851,382254729,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415854657374926,,1564415854,651264076,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415857641164864,,1564415857,635267988,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415859219398856,,1564415859,212611099,"[0, 1, 1, 0, 0, 0, 0, 1]",12,39
1564415860640575734,,1564415860,634015609,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415862379860670,,1564415862,372686959,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415864434450740,,1564415864,428503883,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415865823030238,,1564415865,817438929,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564415867451093274,,1564415867,444525096,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415868936862837,,1564415868,932794966,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415871665151907,,1564415871,658096523,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415873069897280,,1564415873,63966540,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564415874700088912,,1564415874,693349710,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415876242017396,,1564415876,235160316,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415878888659728,,1564415878,881948702,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415880306462127,,1564415880,292896821,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564415881849393635,,1564415881,844673025,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415884916193701,,1564415884,908068112,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415887303044026,,1564415887,297070287,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415890712606879,,1564415890,705481406,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415898329909910,,1564415892,107506775,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564415899838384804,,1564415899,831398670,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415901412084712,,1564415901,405495984,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415904031133242,,1564415904,24578479,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415905414511562,,1564415905,408872899,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564415907073954191,,1564415907,67516223,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415910626156660,,1564415910,619630748,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415913547301752,,1564415913,540920037,"[0, 1, 1, 0, 0, 0, 0, 3]",13,23
1564415915044143335,,1564415915,37843949,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415918355151394,,1564415918,349111868,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415919852914223,,1564415919,846339616,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415922488371612,,1564415922,482348388,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415923875451565,,1564415923,869259877,"[0, 1, 0, 0, 0, 1, 0, 1]",12,39
1564415925543270573,,1564415925,536822559,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415927009226468,,1564415927,3181761,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415929409432977,,1564415929,402306816,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415930813843889,,1564415930,807251056,"[0, 1, 0, 0, 0, 1, 0, 3]",13,23
1564415932466489167,,1564415932,461537452,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415934880857434,,1564415934,874153731,"[0, 1, 1, 0, 0, 0, 0, 0]",4,7
1564415938333953244,,1564415938,328138268,"[0, 1, 0, 0, 0, 1, 0, 0]",9,35
1564415939717770542,,1564415939,711469393,"[0, 1, 0, 1, 0, 1, 0, 3]",10,43
