robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success,humans_contribution,human_success_rate
proactive_average_takeOneReasses_loyal,1,0,0.0,0.0,82.617945336,82.617945336,82.617945336,-30.399439077795392,-30.399439077795392,-30.399439077795392,20.0,20.0,20.0,100.0,20.0
proactive_average_takeOneReasses_loyal,2,1,1.0,1.0,171.539751856,171.539751856,171.539751856,30.362969641767172,30.362969641767172,30.362969641767172,90.0,90.0,90.0,55.55555555555556,83.33333333333334
proactive_average_takeOneReasses_loyal,3,2,3.0,1.5,153.508479146,325.048231002,162.524115501,40.638840595864544,71.00181023763172,35.50090511881586,100.0,190.0,95.0,80.0,100.0
proactive_average_takeOneReasses_loyal,4,5,8.0,2.6666666666666665,135.7953818,460.84361280200005,153.6145376006667,26.26123256998263,97.26304280761434,32.42101426920478,90.0,280.0,93.33333333333333,77.77777777777779,87.5
reactive,6,12,12.0,12.0,105.756700356,105.756700356,105.756700356,16.282531464865478,16.282531464865478,16.282531464865478,100.0,100.0,100.0,90.0,100.0
reactive,7,1,13.0,6.5,112.253124321,218.00982467699998,109.00491233849999,45.79897978135754,62.081511246223016,31.040755623111508,100.0,200.0,100.0,60.0,100.0
reactive,8,4,17.0,5.666666666666667,123.685872161,341.695696838,113.89856561266667,35.61506958515348,97.6965808313765,32.565526943792165,100.0,300.0,100.0,70.0,100.0
