rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1565016533621306549,,1565016533,614461730,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016536071747301,,1565016536,65451110,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016542269112542,,1565016542,261757370,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1565016543852282371,,1565016543,845189423,"[0, 1, 0, 0, 1, 0, 0, 0]",2,19
1565016547957867012,,1565016547,950967882,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1565016548336829532,,1565016548,330804289,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016553971473343,,1565016552,941565991,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1565016555681418110,,1565016555,675235155,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1565016557702612580,,1565016557,696241133,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016558503548703,,1565016558,496301231,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1565016560684964612,,1565016560,678658080,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1565016564257010199,,1565016564,250469649,"[0, 1, 0, 0, 1, 0, 0, 0]",2,19
1565016566480592019,,1565016566,474392941,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1565016570096935376,,1565016570,90882129,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1565016573568999352,,1565016573,554663300,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1565016574679841948,,1565016574,672677494,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016582585446366,,1565016582,578442936,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016588022511665,,1565016588,15138412,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1565016589966215049,,1565016589,961959527,"[0, 1, 0, 0, 1, 0, 0, 0]",2,19
1565016591768379523,,1565016591,760815394,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1565016595634619764,,1565016595,628076427,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1565016601541690718,,1565016601,534161112,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016606752208237,,1565016606,745493923,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1565016609867972248,,1565016609,860703374,"[0, 1, 0, 0, 1, 0, 0, 0]",2,19
1565016613119645564,,1565016613,112548001,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1565016615677233747,,1565016615,670288332,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1565016620895768724,,1565016620,888615344,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016624276365295,,1565016624,267734770,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1565016637697709305,,1565016637,691409079,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016637859581290,,1565016637,853582948,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016640904499370,,1565016640,897268820,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016644106880468,,1565016644,83335705,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016647094640835,,1565016647,87716878,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016649985487408,,1565016649,979325538,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1565016652606257703,,1565016652,598239568,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016652670769745,,1565016652,665070119,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1565016655662120206,,1565016655,654330194,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016658674368987,,1565016658,667316198,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1565016663477214401,,1565016663,470196810,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1565016664414514727,,1565016664,408882866,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1565016668106386113,,1565016668,93222883,"[0, 1, 1, 1, 0, 0, 0, 1]",1,15
