robot_model_ID,task_id,warnings_received,cumulative_warnings,moving_avg_warnings,task_duration,cumulative_time,moving_avg_time,total_disc_reward,cumulative_reward,moving_avg_reward,success_rate,cumulative_success,moving_avg_success,humans_contribution,human_success_rate
proactive_average_takeOneReasses_loyal,1,0,0.0,0.0,122.337283512,122.337283512,122.337283512,18.056162731766918,18.056162731766918,18.056162731766918,70.0,70.0,70.0,100.0,70.0
proactive_average_takeOneReasses_loyal,2,3,3.0,3.0,138.397856951,138.397856951,138.397856951,30.573418372833043,30.573418372833043,30.573418372833043,90.0,90.0,90.0,77.77777777777779,87.5
proactive_average_takeOneReasses_loyal,3,2,5.0,2.5,128.15188548,266.549742431,133.2748712155,16.375604043260687,46.949022416093726,23.474511208046863,70.0,160.0,80.0,85.71428571428571,66.66666666666666
proactive_average_takeOneReasses_loyal,4,1,6.0,2.0,114.892967402,381.44270983300004,127.14756994433334,26.36043508514889,73.30945750124262,24.43648583374754,80.0,240.0,80.0,87.5,77.77777777777779
reactive,6,5,5.0,5.0,145.270487016,145.270487016,145.270487016,-10.88257131094739,-10.88257131094739,-10.88257131094739,60.0,60.0,60.0,50.0,42.857142857142854
reactive,7,8,13.0,6.5,136.842786231,282.113273247,141.0566366235,-23.33801522496102,-34.22058653590841,-17.110293267954205,50.0,110.0,55.0,60.0,37.5
reactive,8,4,17.0,5.666666666666667,130.194383578,412.307656825,137.43588560833334,7.646583008123575,-26.574003527784836,-8.858001175928278,70.0,180.0,60.0,71.42857142857143,62.5
