rosbagTimestamp,task_id,step_count,who_reports,update_received_time,update_secs,update_nsecs,human_expertise,human_mood,human_trust,action_taken_time,acted_secs,acted_nsecs,taken_action,belief_state,real_state,isEstimationCorrect,real_obs_received,obs_with_noise,task_status,who_succeeded,immediate_reward,total_disc_reward
1.50721417888438E+018,1,1,ROBOT,,1507214178,882922568,'','','',,1507214178,882846505,idle,TaskHuman,TaskHuman,True,'','','','','',''
1.507214180419E+018,1,1,ROBOT,,1507214180,417696905,'','','',,1507214178,882846505,idle,TaskHuman,TaskHuman,True,'','','','',0,0
1.50721419034233E+018,1,2,ROBOT,,1507214190,341022278,'','','',,1507214189,136500584,idle,GlobalSuccess,GlobalSuccess,True,'','','','',6,5.88
1.50721421857932E+018,2,1,ROBOT,,1507214218,578071292,'','','',,1507214215,956051208,idle,TaskHuman,TaskHuman,True,'','','','',0,0
1.50721422821436E+018,2,2,ROBOT,,1507214228,212932041,'','','',,1507214227,327909103,idle,GlobalSuccess,GlobalSuccess,True,'','','','',6,5.88
1.50721424487474E+018,3,1,ROBOT,,1507214244,873614165,'','','',,1507214242,342058466,idle,TaskHuman,TaskHuman,True,'','','','',0,0
1.50721425526671E+018,3,2,ROBOT,,1507214255,265512192,'','','',,1507214253,255689848,idle,GlobalSuccess,GlobalSuccess,True,'','','','',6,5.88
1.50721426767465E+018,4,1,ROBOT,,1507214267,673558001,'','','',,1507214266,254627183,idle,TaskHuman,TaskHuman,True,'','','','',0,0
1.50721427693123E+018,4,2,ROBOT,,1507214276,929969477,'','','',,1507214276,10210517,idle,GlobalSuccess,GlobalSuccess,True,'','','','',6,5.88
1.50721429117874E+018,5,1,ROBOT,,1507214291,177715926,'','','',,1507214288,805680903,idle,TaskHuman,TaskHuman,True,'','','','',0,0
1.50721430123487E+018,5,2,ROBOT,,1507214301,233246436,'','','',,1507214299,906757634,idle,GlobalSuccess,GlobalSuccess,True,'','','','',6,5.88
