rosbagTimestamp,task_id,subtask_id,step_count,who_reports,update_received_time,update_secs,update_nsecs,human_model,action_taken_time,acted_secs,acted_nsecs,taken_action,belief_state,real_state,isEstimationCorrect,warnings_count_subtask,real_obs_received,real_obs_received_array,obs_with_noise,human_observables,mapped_observation_pomdp,mapped_observation_raw,robot_model,immediate_reward,total_disc_reward,robot_belief,tray_update_received_time,secs,nsecs,subtask_status,who_succeeded_subtask,subtask_duration,failed_subtasks,successful_subtasks,percentage_successful_subtasks,task_status,task_duration,who_succeeded_task,warnings_count_task,successful_tasks_cnt,failed_tasks_cnt,percentage_successful_tasks
1599743634129365106,15,1,1,"""ROBOT""",,1599743634,110772287,'',,1599743632,421331318,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,0.0,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743635517343702,15,1,2,"""ROBOT""",,1599743635,504301812,'',,1599743635,484569216,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,0.0,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743637627533010,15,1,3,"""ROBOT""",,1599743637,611771327,'',,1599743637,592431789,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,0.0,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743639078306005,15,2,4,"""ROBOT""",,1599743639,67534536,'',,1599743639,2894669,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",6,5.7623999999999995,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743640638813116,15,2,5,"""ROBOT""",,1599743640,624140868,'',,1599743640,465384666,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,5.7623999999999995,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743642131809444,15,2,6,"""ROBOT""",,1599743642,116350571,'',,1599743642,27191887,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,5.7623999999999995,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743642131809444,15,2,7,"""ROBOT""",,1599743642,116350571,'',,1599743642,27191887,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,5.7623999999999995,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743645119731347,15,3,8,"""ROBOT""",,1599743645,106518001,'',,1599743644,910327462,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",6,11.185924780799999,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743646641579310,15,3,9,"""ROBOT""",,1599743646,629070898,'',,1599743646,501492859,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,11.185924780799999,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743648157659015,15,3,10,"""ROBOT""",,1599743648,147479062,'',,1599743648,42602252,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,11.185924780799999,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743648157659015,15,3,11,"""ROBOT""",,1599743648,147479062,'',,1599743648,42602252,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,11.185924780799999,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743651547455104,15,4,12,"""ROBOT""",,1599743651,535933828,'',,1599743651,421916968,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",6,16.500979065983998,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743654565675350,15,4,13,"""ROBOT""",,1599743654,554876829,'',,1599743652,944299181,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,16.500979065983998,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743654565675350,15,4,14,"""ROBOT""",,1599743654,554876829,'',,1599743652,944299181,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,16.500979065983998,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743657429275108,15,5,15,"""ROBOT""",,1599743657,417179038,'',,1599743657,355357250,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",6,21.924503846784,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743658961456733,15,5,16,"""ROBOT""",,1599743658,949871690,'',,1599743658,820786582,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,21.924503846784,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743660481402813,15,5,17,"""ROBOT""",,1599743660,466312666,'',,1599743660,349250006,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,21.924503846784,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743660481402813,15,5,18,"""ROBOT""",,1599743660,466312666,'',,1599743660,349250006,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,21.924503846784,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743663504579878,15,6,19,"""ROBOT""",,1599743663,491983515,'',,1599743663,282230912,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",6,27.348028627584,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743666528711406,15,6,20,"""ROBOT""",,1599743666,515670427,'',,1599743664,891783719,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,27.348028627584,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
1599743669585147736,15,6,21,"""ROBOT""",,1599743669,573168173,'',,1599743667,934550329,"""idle""","""HumanDoingOk""","""HumanDoingOk""",True,0,'',[],'',[],0,0,"""average_takeOneReasses_loyal.pomdpx""",0.0,27.348028627584,"[1.0, 1.4210162823757122e-30, 2.934182619962735e-26, 0.0, 1.7081514869232706e-08, 4.606958339290714e-29, 1.7623690155515334e-32, 2.1432904853398935e-37]",,0,0,'','',0.0,0,0,0.0,'',0.0,'',0,0,0,0.0
