rosbagTimestamp,stamp_obs_update,secs,nsecs,real_obs_received,mapped_observation_pomdp,mapped_observation_raw
1564417254643736151,,1564417254,637079499,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417258282968652,,1564417258,277331938,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564417259670959293,,1564417259,664617323,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417260979154096,,1564417260,972516832,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417265494347641,,1564417265,487604605,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564417266883078005,,1564417266,876673327,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564417270033633725,,1564417270,26941718,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417275441490467,,1564417275,434908621,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417278908463645,,1564417278,903694526,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564417279519560745,,1564417279,515327187,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417282045800020,,1564417282,40154448,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417282551298401,,1564417282,544403225,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417285571944894,,1564417285,566218889,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417288558505193,,1564417288,552001803,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417289818805186,,1564417289,811604539,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417292345306717,,1564417292,339574713,"[0, 1, 1, 0, 0, 0, 0, 1]",0,39
1564417292848708570,,1564417292,842183110,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417296038682558,,1564417296,32524726,"[0, 1, 1, 0, 0, 0, 0, 0]",0,7
1564417304609525196,,1564417304,603667856,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417304764877211,,1564417304,760413147,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417309231768876,,1564417309,224890914,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417310282785348,,1564417310,275611773,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564417313980473194,,1564417313,975043387,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417317673057241,,1564417317,667105707,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417322119614940,,1564417322,112251609,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417325144595810,,1564417325,138113069,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417328433816644,,1564417328,426746906,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417332591389113,,1564417332,585218582,"[0, 1, 0, 0, 0, 1, 0, 1]",0,39
1564417335877792424,,1564417335,871025085,"[0, 1, 0, 0, 1, 0, 0, 0]",3,19
1564417336910734482,,1564417336,903503644,"[0, 1, 0, 0, 0, 1, 0, 0]",2,35
1564417339921264550,,1564417339,913275380,"[0, 1, 0, 0, 0, 1, 0, 0]",0,35
1564417340777178385,,1564417340,770666856,"[0, 1, 1, 0, 0, 0, 0, 0]",2,7
1564417345850909123,,1564417345,843987218,"[0, 1, 0, 1, 0, 1, 0, 1]",1,43
